Date,Time,Views,Caption,Hashtags
2023-07-03,13:59:43,243498,"Gazab Moto Phone 🤯 @ManojSaru
.
.
.
.
.
.
.
.
.
.
.
#unboxing #MotorolaRazr40Ultra #MotorolaRazr40 #Motorola #Flip #ManojSaru #TechnologyGyan #Phone #BestPhone #Tech #Technology #","#unboxing, #MotorolaRazr40Ultra, #MotorolaRazr40, #Motorola, #Flip, #ManojSaru, #TechnologyGyan, #Phone, #BestPhone, #Tech, #Technology"
2023-06-28,13:00:23,39127,Photo aisi Khichwao 4 Log dekhte hi kahe >>,
2023-06-21,13:40:33,78815,"Top 5 Phones under 30K @ManojSaru
.
.
.
.
.
.
.
.
.
.
#bestsmartphones #BestPhone #realme11ProPlus #MotorolaEdge40 #Motoedge40 #iQOONEO7 #galaxyf54 #samsung #pocof5 #ManojSaru #TechnologyGyan #tech #Technology #Smartphones","#bestsmartphones, #BestPhone, #realme11ProPlus, #MotorolaEdge40, #Motoedge40, #iQOONEO7, #galaxyf54, #samsung, #pocof5, #ManojSaru, #TechnologyGyan, #tech, #Technology, #Smartphones"
2023-06-12,14:49:30,48114,"Swipe⬅️
 Kaisa lag raha hu😅🤣",
2023-06-06,13:23:46,102277,"Apple Vision Pro 😱🤯 @ManojSaru
.
.
.
.
 
.
.
.
.
.
#Apple #AppleVisionPro #virtualreality #VR #AR #Tech #Technology #TechnologyGyan #ManojSaru #appleproducts #AppleIndia #Gadgets","#Apple, #AppleVisionPro, #virtualreality, #VR, #AR, #Tech, #Technology, #TechnologyGyan, #ManojSaru, #appleproducts, #AppleIndia, #Gadgets"
2023-06-05,12:18:30,107502,"3Camera Tricks for📌@ManojSaru
.
.
.
.
.
.
.
.
.
 
 
.
#phone #phonetricks #camera #samsung #Mobile #Phone #useful #learn #howto #Tech #TechnologyGyan #ManojSaru","#phone, #phonetricks, #camera, #samsung, #Mobile, #Phone, #useful, #learn, #howto, #Tech, #TechnologyGyan, #ManojSaru"
2023-06-01,14:10:21,94706,"Moto New Phone Quick Unboxing 👇
Follow me @ManojSaru
.
.
.
.
.
.
.
.
.
#Moto #Unboxing #phone #MotorolaEdge40 #Motorola #MotoEdge40 #ManojSaru #TechnologyGyan #Mobiles #Unbox #Tech","#Moto, #Unboxing, #phone, #MotorolaEdge40, #Motorola, #MotoEdge40, #ManojSaru, #TechnologyGyan, #Mobiles, #Unbox, #Tech"
2023-05-22,16:00:59,137520,"Agni 2 Quick Unboxing🔥@ManojSaru
.
.
.
.
.
.
.
.
.
.
.
#Phone #Smartphone #LavaMobiles #Agni2 #LavaAgni2 #ManojSaru #TechnologyGyan #BestPhone #5G #Tech #TechnologyGyan #Unboxing #Review #MediaTek #Gaming","#Phone, #Smartphone, #LavaMobiles, #Agni2, #LavaAgni2, #ManojSaru, #TechnologyGyan, #BestPhone, #5G, #Tech, #TechnologyGyan, #Unboxing, #Review, #MediaTek, #Gaming"
2023-05-19,13:15:07,161634,"Excited ??😅 @ManojSaru
.
.
.
.
.
.
.
.
.
.
.
#BGMI #Game #battlegroundsmobileindia #ManojSaru #TechnologyGyan #Tech #Games","#BGMI, #Game, #battlegroundsmobileindia, #ManojSaru, #TechnologyGyan, #Tech, #Games"
2023-05-03,13:36:35,59106,"DSLR wala Phone 🤯 @ManojSaru 
.
.
.
.
.
.
.
.
.
.
.
#phone #smartphone #vivo #vivox90series #vivox90 #vivox90pro #unboxing #dslr #photograhpy #camera #manojsaru #TechnologyGyan #Gadgets #Tech #TechnologyGyan","#phone, #smartphone, #vivo, #vivox90series, #vivox90, #vivox90pro, #unboxing, #dslr, #photograhpy, #camera, #manojsaru, #TechnologyGyan, #Gadgets, #Tech, #TechnologyGyan"
2023-04-29,14:39:04,46047,Caption samajh nahi aa raha batao😵‍💫😵‍💫,
2023-04-25,13:42:24,120293,"5Mast Phones Budget Mein📱✅
.
.
.
.
.
.
.
#Phones #BestPhones #BudgetPhone #Tech #Technology #ManojSaru #TechnologyGyan #Tips #Tricks #Buy #Unboxing #Oneplus #realme #Xiaomi #motorola #iQOO","#Phones, #BestPhones, #BudgetPhone, #Tech, #Technology, #ManojSaru, #TechnologyGyan, #Tips, #Tricks, #Buy, #Unboxing, #Oneplus, #realme, #Xiaomi, #motorola, #iQOO"
2023-04-23,12:47:51,45667,Is Cruise Ki Unboxing Krdu😎🛳️,
2023-04-21,10:46:27,30183,Vietnam ki Coffee mein kuch baat hai😋 #vietnamdiaries,#vietnamdiaries
2023-04-15,13:36:32,41496,Mujhe Nahi Pata Tha main itna Khubsurat lagta hu kya bolti hai public 😅😂,
2023-04-09,13:56:34,97882,"SouthKorea Mini Vlog😂🤪 @ManojSaru
.
.
.
.
.
.
.
.
#SouthKorea #Travel #Seoul #MiniVlog #ManojSaru #TechnologyGyan #traveldiaries #namsantower #myeongdong #gyeongbokgungpalace #Namsanpark #namsantower #hongdaestreet","#SouthKorea, #Travel, #Seoul, #MiniVlog, #ManojSaru, #TechnologyGyan, #traveldiaries, #namsantower, #myeongdong, #gyeongbokgungpalace, #Namsanpark, #namsantower, #hongdaestreet"
2023-04-06,14:58:12,180749,"Tech in South Korea 😍🫣 #MiniVlog #SouthKorea
.
.
.
.
.
.
.
.
#Manojsaru #TechnologyGyan #withGalaxy #S23Ultra #Samsung #samsungdigitalcity #SamsungMobile #techgadgets","#MiniVlog, #SouthKorea, #Manojsaru, #TechnologyGyan, #withGalaxy, #S23Ultra, #Samsung, #samsungdigitalcity, #SamsungMobile, #techgadgets"
2023-04-04,14:22:29,82685,"Namaste 🙏 나마스테  #koreantraditional ❤️
.

.
.
.
.
.
.
.
#koreantraditional #koreantraditionalclothes  #gyeongbokgungpalace  #traditionalwear #ManojSaru #TechnologyGyan","#koreantraditional, #koreantraditional, #koreantraditionalclothes, #gyeongbokgungpalace, #traditionalwear, #ManojSaru, #TechnologyGyan"
2023-04-02,12:25:04,40607,"✅✅
.
.
.
.
.
.
.
.
.
.
#SouthKorea #SeoulTower #namsantower #ManojSaru #TechnologyGyan #Travel #trip","#SouthKorea, #SeoulTower, #namsantower, #ManojSaru, #TechnologyGyan, #Travel, #trip"
2023-03-31,15:31:46,70904,"Dekh raha hai BINOD walking Style 😂😅
.
.
.
.
.
.
.
#SouthKorea #Seoul #myeongdong #seoultrip #southkoreatrip #Travel #ManojSaru #technologygyan","#SouthKorea, #Seoul, #myeongdong, #seoultrip, #southkoreatrip, #Travel, #ManojSaru, #technologygyan"
2023-03-27,13:01:47,78970,"I think I’m in love with this city❤️😍
.
.
.
 #seoulkorea #SouthKoreaTrip","#seoulkorea, #SouthKoreaTrip"
2023-03-25,12:54:16,120978,"Kamaal Phone hai 😍🤫 #Collab

#OPPOFindN2Flip, #BestFlipPhone, #SeeMoreInASnap, #InvisibleCrease #Tech #Phone #ManojSaru #TechnologyGyan #Gadgets #Flip #Smartphones","#Collab, #OPPOFindN2Flip, #BestFlipPhone, #SeeMoreInASnap, #InvisibleCrease, #Tech, #Phone, #ManojSaru, #TechnologyGyan, #Gadgets, #Flip, #Smartphones"
2023-03-08,15:10:25,92791,"Top 5G Phones on Amazon😍 #Collab

Amazon #5thGearStore pe mil rahe he amazing deals on 5G smartphones... explore them all. Top brands pe top deals.. best time to upgrade to new smartphone.

#SmartphonesSochoAmazonSocho #AmazonSpecials #Amazon5thGearStore #5GSmartphones #StayAheadWithAmazon  #UpgradeYourPhone #Phone #mobilephones #paidpartnership","#Collab, #5thGearStore, #SmartphonesSochoAmazonSocho, #AmazonSpecials, #Amazon5thGearStore, #5GSmartphones, #StayAheadWithAmazon, #UpgradeYourPhone, #Phone, #mobilephones, #paidpartnership"
2023-03-01,12:57:48,89200,"Aa gaya hai #VidaV1 by @HeroMotoCorp jo India ke mobility space ko change kardega. #collab 
 
This fully-loaded #ElectricScooter is paving the path for future mobility space in India. Hop on and #TestRide the #VidaEScooter today!!
 
You can book your test through the website or can visit the following places:
 
VIDA Experience Centres:
Vittal Mallya Road, Bangalore
Ashok Nagar, Jaipur
 
Pop-up stores across Delhi NCR:
DLF Mall of India, Noida
Vegas Mall, Dwarka
Pacific Mall, Tagore Garden
Pacific Mall, Netaji Subash Place (NSP)
V3S Mall, Laxmi Nagar
DLF Avenue Mall, Saket 
 
Head over to the Vida website and book your test ride now
#MakeWay for @vidadotworld","#VidaV1, #collab, #ElectricScooter, #TestRide, #VidaEScooter, #MakeWay"
2023-02-28,14:48:41,62024,"London MiniVlog Part 1 🤪😅 @ManojSaru follow for more Vlogs
.
.
.
.
.
.
.
.
.
.
.
#London #Vlogs #MiniVlogs #Tech #Technology #Travel #TravelVlog #Vlogger #ManojSaru #TechnologyGyan","#London, #Vlogs, #MiniVlogs, #Tech, #Technology, #Travel, #TravelVlog, #Vlogger, #ManojSaru, #TechnologyGyan"
2023-02-24,14:17:54,92602,"Tech in London😍 @ManojSaru 👈 Follow for more Tech videos
.
.
.
.
.
.
.
.
.
.
#learn #London #londonlife #Tech #Technology #ManojSaru #TechnologyGyan #londoncity ##Howto","#learn, #London, #londonlife, #Tech, #Technology, #ManojSaru, #TechnologyGyan, #londoncity, #Howto"
2023-02-20,08:14:08,48974,Jalwa hai hamara london mein 😎😅,
2023-02-19,08:36:17,100580,Kuch jyada hi badi ghadi hai 😅 #BigBen #London,"#BigBen, #London"
2023-02-18,08:21:22,52522,Apna time aayega 😎😅 #LeakStreetArches #London,"#LeakStreetArches, #London"
2023-02-17,09:03:10,52562,Aao kabhi #London ki haveli pe 🤪,#London
2023-02-10,13:30:49,117398,"CocaCola Phone😳 @manojsaru 👈follow
.
.
.
.
.
.
.
.
#Phone #Unboxing #cocacola #cocacolaphone #realmecocacolaedition #Realme #manojsaru #Tech #TechnologyGyan #Gadgets #technology #TechGyan","#Phone, #Unboxing, #cocacola, #cocacolaphone, #realmecocacolaedition, #Realme, #manojsaru, #Tech, #TechnologyGyan, #Gadgets, #technology, #TechGyan"
2023-02-09,12:33:44,144452,"OnePlus ka new phone 😵@ManojSaru #Unboxing
.
.
.
.
.
.
.
.
.
.
.
.
.
#Phone #Unboxing #OnePlus11 #onepplus #ManojSaru #TechnologyGyan #Tech #Gadgets","#Unboxing, #Phone, #Unboxing, #OnePlus11, #onepplus, #ManojSaru, #TechnologyGyan, #Tech, #Gadgets"
2023-02-02,14:23:03,109763,"Try This 🤪 @ManojSaru
.
.
.
.
.
.
#learnwithinstagram #Howto #Tech #Mobile #Android #Slowphone #technology #ManojSaru #TechnologyGyan #Phone #Tips #Hacks #Tricks #learn","#learnwithinstagram, #Howto, #Tech, #Mobile, #Android, #Slowphone, #technology, #ManojSaru, #TechnologyGyan, #Phone, #Tips, #Hacks, #Tricks, #learn"
2023-01-26,13:08:34,80262,My favorite phone is coming 😍🤫 #SamsungUnpacked #collab,"#SamsungUnpacked, #collab"
2023-01-24,14:37:27,88871,"save karlo 🤫🤫 @ManojSaru 
.
.
.
.
.
.
.
.
.
#learnwithinstagram #Howto #Office #Tech #Tips #Tricks #Hacks #Gadgets #Phone #Laptop #pc #Windows #ManojSaru #TechnologyGyan","#learnwithinstagram, #Howto, #Office, #Tech, #Tips, #Tricks, #Hacks, #Gadgets, #Phone, #Laptop, #pc, #Windows, #ManojSaru, #TechnologyGyan"
2023-01-22,12:37:27,56241,"Yeh Mast Deals hai! #Collab
#JioMartGrandRepublicSale
Shop from today till 26th January to get up to 80% off on Travel gadgets and other electronics devices #OnPublicDemand

#JioMart #30secondschallenge","#Collab, #JioMartGrandRepublicSale, #OnPublicDemand, #JioMart, #30secondschallenge"
2023-01-16,14:11:31,991807,"3 Tips for Jio users 🥸 @ManojSaru 
.

.
.
.
.
.
.
.
.
.

.
#learnwithinstagram #jio #JioSim #5G #phone #Mobile #5Gphone #Data #Manojsaru #TechnologyGyan #Gadgets #Learn #Howto","#learnwithinstagram, #jio, #JioSim, #5G, #phone, #Mobile, #5Gphone, #Data, #Manojsaru, #TechnologyGyan, #Gadgets, #Learn, #Howto"
2023-01-14,12:49:41,130467,Pehchan kaun??😅🤪🤣,
2023-01-09,15:27:52,120309,Kuch to gadbad hai Daya🤪😅🤫 #gentleman,#gentleman
2022-12-31,09:22:02,40411,Bye Bye 2022 🥹❤️🫶 #newyear,#newyear
2022-12-29,13:19:53,105818,"Cameraman OP 🫡😎>> 
1Like for cameraman😅",
2022-12-23,13:27:06,81883,"Save This 🫡 @ManojSaru 
.
.
.
.
.
.
.
.
.
.
.
#learnwithinstagram #reels #reelsinstagram #howto #TechnologyGyan #ManojSaru #Tips #Tricks #Hacks #Tech #Technology #Whatsapp #Mobile #geek","#learnwithinstagram, #reels, #reelsinstagram, #howto, #TechnologyGyan, #ManojSaru, #Tips, #Tricks, #Hacks, #Tech, #Technology, #Whatsapp, #Mobile, #geek"
2022-12-17,16:45:43,159749,🫡😎 Kaisa Lag raha hu?🤔,
2022-12-17,05:40:26,89385,"Try This 😂🤪 @ManojSaru 
.
.
.
.
.
.
.
.
.
.
.
#learnwithinstagram #reels #reelsinstagram #ManojSaru #TechnologyGyan #Fun #Tips #Tricks #Hacks #learn #Tech #India #Gadgets","#learnwithinstagram, #reels, #reelsinstagram, #ManojSaru, #TechnologyGyan, #Fun, #Tips, #Tricks, #Hacks, #learn, #Tech, #India, #Gadgets"
2022-12-16,12:37:56,117318,"Wifi Password Tips @Manojsaru

.
Click Follow button for more #TechTips
.
.
.
.
.
#learnwithinstagram #ReelsIndia #Reels #ManojSaru #TechnologyGyan #Wifi #Android #Phone #wificonnection #Tips #Hacks #tricks","#TechTips, #learnwithinstagram, #ReelsIndia, #Reels, #ManojSaru, #TechnologyGyan, #Wifi, #Android, #Phone, #wificonnection, #Tips, #Hacks, #tricks"
2022-12-15,05:28:21,86912,4Tricks But Last Wali👌👌 @ManojSaru,
2022-12-12,14:05:14,165478,"Reels Viral Trick 🤫🤫 @ManojSaru 👈Follow
.
.
.
.
.
.
.
.
.
.
.
.
#learnwithinstagram #Howto #Reels #Instagram #instagramreels #India #Tips #Tricks #Hacks #ManojSaru #TechnologyGyan #Tech #Technology #Learn #Viral #ViralReels","#learnwithinstagram, #Howto, #Reels, #Instagram, #instagramreels, #India, #Tips, #Tricks, #Hacks, #ManojSaru, #TechnologyGyan, #Tech, #Technology, #Learn, #Viral, #ViralReels"
2022-12-08,13:51:48,105220,"Sasta Curved Phone 😳@ManojSaru
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#unboxing #Phone #Smartphone #realme #realme10Pro #realme10proseries5g #realme10proplus5g #TechnologyGyan #ManojSaru #India #Gadgets #smartphones","#unboxing, #Phone, #Smartphone, #realme, #realme10Pro, #realme10proseries5g, #realme10proplus5g, #TechnologyGyan, #ManojSaru, #India, #Gadgets, #smartphones"
2022-12-07,12:45:02,85002,"Aakhir Kyo??🤔 Follow 👉@ManojSaru
.

.
.
.
.
.
.
.
#learnwithinstagram #reels #reelsindia #instagram #India #Nepal #Pakistan #Howto #Tech #Android #iphone #iphone14 #iphone15 #iphone16 #TechnologyGyan #ManojSaru","#learnwithinstagram, #reels, #reelsindia, #instagram, #India, #Nepal, #Pakistan, #Howto, #Tech, #Android, #iphone, #iphone14, #iphone15, #iphone16, #TechnologyGyan, #ManojSaru"
2022-12-03,13:19:28,132734,"Aapka Fav. Phone konsa Hai? @manojsaru 
.
.
.
.
.
.
.
.
.
.
#Reels #Smartphone #Mobile #BestPhone #BestMobile #5G #5GPhone #samsung #realme #poco #oppo #vivo #iqoo #Apple #iPhone #motorola #nothing #xiaomi #mobile #bestsmartphone #Tech #Technology #reels #reelsindia #ManojSaru #TechnologyGyan #Gadgets","#Reels, #Smartphone, #Mobile, #BestPhone, #BestMobile, #5G, #5GPhone, #samsung, #realme, #poco, #oppo, #vivo, #iqoo, #Apple, #iPhone, #motorola, #nothing, #xiaomi, #mobile, #bestsmartphone, #Tech, #Technology, #reels, #reelsindia, #ManojSaru, #TechnologyGyan, #Gadgets"
2022-12-01,15:22:56,393854,"3 Piroo Tips 😎🤪@ManojSaru
.
.
.
.
.
#learnwithinstagram #Tips #Tricks #Tech #Hacks #TechnologyGyan #ManojSaru #Gadgets #Reels #ReelsIndia #Learn #mobile #Photo #Editing #Photoediting #photography #photographer","#learnwithinstagram, #Tips, #Tricks, #Tech, #Hacks, #TechnologyGyan, #ManojSaru, #Gadgets, #Reels, #ReelsIndia, #Learn, #mobile, #Photo, #Editing, #Photoediting, #photography, #photographer"
2022-11-28,13:54:07,219920,"4Tips but Last Wali😍@ManojSaru
.
.
.
.
.
.
.
#learnwithinstagram #reels #reelsinsta #Tech #Tips #Photos #Photography #Tricks #Learn #ManojSaru #India #TechnologyGyan #FunFact #Howto","#learnwithinstagram, #reels, #reelsinsta, #Tech, #Tips, #Photos, #Photography, #Tricks, #Learn, #ManojSaru, #India, #TechnologyGyan, #FunFact, #Howto"
2022-11-25,14:02:04,133639,"Ek Trick yaad aagaya🤪 @ManojSaru
.
.
.
.
.
.
.
.
#reelsinstagram #reelsIndia #ManojSaru #TechnologyGyan #WhatsApp #Instagram #tips #Tricks #Howto #Fun #Gadgets #Tech #Technology","#reelsinstagram, #reelsIndia, #ManojSaru, #TechnologyGyan, #WhatsApp, #Instagram, #tips, #Tricks, #Howto, #Fun, #Gadgets, #Tech, #Technology"
2022-11-22,12:25:42,569812,"3 Imp. Settings @ManojSaru

.
.
.
.
.
.
.
.
.
.
.
.
#reelsindia #learnwithinstagram #reelsinstagram #Tech #ManojSaru #TechnologyGyan #Tips #Tricks #Hacks #Gadgets #India #TipsTricks","#reelsindia, #learnwithinstagram, #reelsinstagram, #Tech, #ManojSaru, #TechnologyGyan, #Tips, #Tricks, #Hacks, #Gadgets, #India, #TipsTricks"
2022-11-21,04:48:08,52984,Kolkata ki Shaan - The Yellow Taxi💛,
2022-11-19,13:08:53,87341,"Kya hoga ??😨😬#Experiment
.
.
.
.
.
.
.
.
#ReelsIndia #reelsinstagram #ManojSaru #TechnologyGyan #Laptop #Mobile #Powerbank #Airpods #Apple #tech #Technology #learnwithinstagram","#Experiment, #ReelsIndia, #reelsinstagram, #ManojSaru, #TechnologyGyan, #Laptop, #Mobile, #Powerbank, #Airpods, #Apple, #tech, #Technology, #learnwithinstagram"
2022-11-16,12:53:17,147333,"Follow karlo @ManojSaru 🤪
.
.
.
.
.
.
.
.
#learnwithinstagram #Howto #ManojKTips #ManojSaru #TechnologyGyan #Tips #Tricks #Hacks #Learn #Tech #Technology #Mobile #Find #Gadgets #reelsindia #Fun #TechFun #Apps #Gadget #india","#learnwithinstagram, #Howto, #ManojKTips, #ManojSaru, #TechnologyGyan, #Tips, #Tricks, #Hacks, #Learn, #Tech, #Technology, #Mobile, #Find, #Gadgets, #reelsindia, #Fun, #TechFun, #Apps, #Gadget, #india"
2022-11-14,12:14:59,103642,"Raaj ki Baat🤫 @ManojSaru
.
.
.
.
.
.
.
.
.
.
#reelsinstagram #reelsindia #Tips #TechTips #ManojSaru #TechnologyGyan #technology #Mobile #App #Android #learnwithinstagram #Gadgets #Secret #Video #Apps #Fun #FunTech #Learn #Learning #Howto","#reelsinstagram, #reelsindia, #Tips, #TechTips, #ManojSaru, #TechnologyGyan, #technology, #Mobile, #App, #Android, #learnwithinstagram, #Gadgets, #Secret, #Video, #Apps, #Fun, #FunTech, #Learn, #Learning, #Howto"
2022-11-12,13:22:41,52608,"Abhi ON Karo👉 @ManojSaru
.
.
.
.
.
.
.
.
#Tech #Tips #Tricks #Learn #learnwithinstagram #Technology #Catch #Find #reelsindia #Phone #Mobile #Hacks #funfacts #howto #TechnologyGyan #ManojSaru","#Tech, #Tips, #Tricks, #Learn, #learnwithinstagram, #Technology, #Catch, #Find, #reelsindia, #Phone, #Mobile, #Hacks, #funfacts, #howto, #TechnologyGyan, #ManojSaru"
2022-11-03,13:47:10,62626,"Photo Trick 👉@ManojSaru
.
.
.
.
.
.
.
.
#reels #reelkarofeelkaro #Tips #Photo #PhotoEditing #photography #Tricks #Hack #learnwithinstagram #Learn #Howto #Tech #Technology #TechnologyGyan#ManojSaru","#reels, #reelkarofeelkaro, #Tips, #Photo, #PhotoEditing, #photography, #Tricks, #Hack, #learnwithinstagram, #Learn, #Howto, #Tech, #Technology, #TechnologyGyan, #ManojSaru"
2022-10-31,15:11:28,73848,Like & Share This Info😵‍💫 @ManojSaru #reelsindia #instagram,"#reelsindia, #instagram"
2022-10-29,14:32:15,72034,"Unique Look hai 😳 @Manojsaru
.
.
.
.
.
.
.
.
.
#Tech #Gadgets #Nothing #nothingphone1 #nothingearstick #Unboxing #Reels #reelsindia #Technology #ManojSaru #TechnologyGyan","#Tech, #Gadgets, #Nothing, #nothingphone1, #nothingearstick, #Unboxing, #Reels, #reelsindia, #Technology, #ManojSaru, #TechnologyGyan"
2022-10-24,15:40:46,48843,Happy #Diwali Everyone🤗,#Diwali
2022-10-22,11:42:16,264417,"Aaj Flying Gadi Tera Bhai Chalayega😎 🔥😃
👉Follow for more tech reels 
.
.
.
.
.
.
.
#Tech #ManojSaru #Gadgets #Car #FlyingCar #Technology #TechnologyGyan #Dubai #India #Reels #reelsindia","#Tech, #ManojSaru, #Gadgets, #Car, #FlyingCar, #Technology, #TechnologyGyan, #Dubai, #India, #Reels, #reelsindia"
2022-10-10,14:31:33,67790,"This is Crazyyyy Experienced the first public Flying car at @gitex_global 😎🤩
 #GitexGlobal #GitexGlobal2022","#GitexGlobal, #GitexGlobal2022"
2022-10-03,12:31:56,19405,Yes this is real 😍 Julley🙏 from #PangongLake ❤️,#PangongLake
2022-10-02,06:43:50,32182,"Always say yes to new adventures😎
#LadakhTrip #Trip","#LadakhTrip, #Trip"
2022-09-30,14:11:59,31872,Khardungla Top (18380 FEET) 🔥😍Highest Motorable  Road in The WORLD. #Ladakh,#Ladakh
2022-09-29,14:22:35,36983,I Love Leh❤️😍 #LehLadakh,#LehLadakh
2022-09-28,13:22:45,169163,"Crazy Affordable Crystal 4K TV 😍😍

#Samsung #samsungtv #Crystal4KTV #collab @samsungindia  #TV #ManojSaru #TechnologyGyan","#Samsung, #samsungtv, #Crystal4KTV, #collab, #TV, #ManojSaru, #TechnologyGyan"
