Date,Time,Views,Caption,Hashtags
2023-09-06,15:33:15,452,"Spectacular Me On Spectacular Earth 😉
.
.
.
.
#casual #outfit #travel #hustle #alwaysandforever #safar #casualwear #celio #spectacular #happy","#casual, #outfit, #travel, #hustle, #alwaysandforever, #safar, #casualwear, #celio, #spectacular, #happy"
2023-09-06,13:51:10,2221,"Unique Gadget ⚡️4G Android Smartwatch 🔥
At Just Rs 3,999/- Only 🤩
.
1GB RAM + 16GB Storage 
2.02” Display 
Android OS 
play Store Support 
YouTube Support & Much More 🤩
.
#smartwatch #android #androidwear #uniquegadgets #tech #smart #gadgets #technology #techreels #watch #androidwatch #s8 #s8smartwatch #amazon #unique","#smartwatch, #android, #androidwear, #uniquegadgets, #tech, #smart, #gadgets, #technology, #techreels, #watch, #androidwatch, #s8, #s8smartwatch, #amazon, #unique"
2023-09-02,13:56:33,658,"iQOO Z7 Pro 5G 🤩
Best Smartphone Under Rs 25,000/- 🔥
.
Pricing :-
8GB + 128GB :- Rs 23,999/- 
8GB + 256GB :- Rs 24,999/- 
.
Aapko Pricing Kaise Lagi comment jaroor karna 🙌
.
#smartphone #iqoo #iqooneo7 #iqooneo7pro #iqooindia #android #amazon #gadgets #tech #technews #techunboxing #uniquegadgets #smartphones","#smartphone, #iqoo, #iqooneo7, #iqooneo7pro, #iqooindia, #android, #amazon, #gadgets, #tech, #technews, #techunboxing, #uniquegadgets, #smartphones"
2023-08-31,13:32:13,384,"Redmi Watch 3 Active 🤩
Priced At Rs 2,999/- Only ✅
.
Key Specs :-
1.83” Display 
100+ Sports Modes 
5 ATM Water Resistance 
Bluetooth Calling 
Heart / SpO2 / Stress Monitoring 
Upto 12 Days Battery
.
#redmiwatch #redmi #redmiwatch3active #smartwatch #callingsmartwatch #redmismartwatch #gadgets #uniquegadgets #techreels #technology #technews #amazon #flipkart #watch #gadget","#redmiwatch, #redmi, #redmiwatch3active, #smartwatch, #callingsmartwatch, #redmismartwatch, #gadgets, #uniquegadgets, #techreels, #technology, #technews, #amazon, #flipkart, #watch, #gadget"
2023-08-30,14:43:23,1336,"“Hitting the range to work on my Aim”

No matter how many times I hit the range, I always come back for more !!
.
#instaoutfit #formalwear #beretta #hustle #guns #fashion #gunsofinstagram #gunsdaily #tactical #aim","#instaoutfit, #formalwear, #beretta, #hustle, #guns, #fashion, #gunsofinstagram, #gunsdaily, #tactical, #aim"
2023-08-30,12:42:39,2725,"Zebronics PixaPlay 22 Projector 🤩
Priced At Just Rs 12,999/- Only 🔥
.
Key Specs :-
Android 9 
1GB RAM + 8GB Storage 
Projector Type: LED | Chipset: LED
Maximum Projection Distance: 16 ft
Lamp Life: 30000 hr
Resolution: 1080 pixel
Maximum Brightness: 3200 lm
.
#projector #projectors #androidprojector #zebronics #android #smartprojector #tech #gadgets #uniquegadgets #amazongadgets #techreels #technology #techunboxing","#projector, #projectors, #androidprojector, #zebronics, #android, #smartprojector, #tech, #gadgets, #uniquegadgets, #amazongadgets, #techreels, #technology, #techunboxing"
2023-08-29,14:02:25,8676,"World’s Smallest & Powerful Mini PC 🤩
Xulu XR1 - LITE Mini PC 
.
Key Specs :- 
AMD Ryzen 3 5300u
4 Cores / 8 Threads
AMD Radeon RX Vega 6
Memory
8GB DDR4 3200 MHZ & 500GB NVMe SSD
Connectivity - WiFi 6E & ВТ5.2
.
#minipc #pc #computer #amd #amdminipc #compactpc #minicomputer #uniquegadgets #gadgets #techunboxing #amdryzen #amazongadgets #technology #tech","#minipc, #pc, #computer, #amd, #amdminipc, #compactpc, #minicomputer, #uniquegadgets, #gadgets, #techunboxing, #amdryzen, #amazongadgets, #technology, #tech"
2023-08-18,11:01:18,1060,"Exclusive First Look of vivo V29e 🤩
.
Artistic Red Colour Looks Fabulous Especially with Ruby Diamond Pattern at the back 💯 
.
Also come with Ultra Slim Design & 3D curved display with 120Hz refresh rate ✅
.
Stay Tuned For More Info ℹ
.
#vivoV29e #TheMasterpiece #DelightEveryMoment
@vivo_india
 #smartphone #gadget #techunboxing #vivo #uniquegadgets #tech #technology #android #bestsmartphone","#vivoV29e, #TheMasterpiece, #DelightEveryMoment, #smartphone, #gadget, #techunboxing, #vivo, #uniquegadgets, #tech, #technology, #android, #bestsmartphone"
2023-08-17,14:55:29,1221,"Tecno POVA 5 Pro 5G 🤩
RGB LED Light 🚀 
Best 5G Phone Under ₹15,000 🔥 
.
Key Specs :- 
6.78”FHD+ Dot-in Display 
120Hz Refresh Rate
Segment 1st 68W Ultra Fast Charging
MediaTek Dimensity 6080
8GB RAM & 128GB Storage
3D Textured Design with Turbo Light
.
#tecno #tecnopova #tecnopova5pro5g #tecnopova5 #smartphone #techunboxing #technopova5g #techreels #uniquegadgets #nothingphone #amazongadgets #gadgets #technology","#tecno, #tecnopova, #tecnopova5pro5g, #tecnopova5, #smartphone, #techunboxing, #technopova5g, #techreels, #uniquegadgets, #nothingphone, #amazongadgets, #gadgets, #technology"
2023-08-11,14:14:48,2454,"Infinix GT 10 Pro 🤩
Best Gaming Phone Under 20000 🕹
.
Key Specs :- 
8 GB RAM | 256 GB ROM
16.94 cm (6.67 inch) Full HD+ Display
120Hz Display 
108MP + 2MP + 2MP | 32MP Front Camera
5000 mAh Lithium-ion Polymer Battery
Dimesity 8050 Processor
.
#infinix #infinixgt10pro #gamingsmartphone #tech #smartphone #infinixmobile #android #gamingphone #techunboxing #techreels #gadgets #flipkart","#infinix, #infinixgt10pro, #gamingsmartphone, #tech, #smartphone, #infinixmobile, #android, #gamingphone, #techunboxing, #techreels, #gadgets, #flipkart"
2023-08-10,12:39:16,7737,Looking for a new laptop? Here’s why you should consider an Intel Evo-certified laptop. #IntelEvo #13thGen #12thGen #IntelCore @intelindia,"#IntelEvo, #13thGen, #12thGen, #IntelCore"
2023-08-04,14:54:18,729,"boAt Storm Plus Quick Review 🤩
.
Best AMOLED Calling Smartwatch At Just Rs 2,299/- Only 💯
.
key Specs :- 
1.78” AMOLED Display 
700 Nits Brightness
100+ Sports Mode 
Bluetooth Calling 
Heart / SpO2 / Stress Monitoring
240mAh Battery 
Upto 7 Days Batter Life
.
#boatsmartwatch #boat #smartwatch #boatstromwatch #wearyoursmart #boatstormplus #gadgets #uniquegadgets #amazongadgets #techunboxing #techreels #amoledsmartwatch #boatwatch","#boatsmartwatch, #boat, #smartwatch, #boatstromwatch, #wearyoursmart, #boatstormplus, #gadgets, #uniquegadgets, #amazongadgets, #techunboxing, #techreels, #amoledsmartwatch, #boatwatch"
2023-07-26,14:30:05,421,"iQOO Neo 7 Pro Review ⚡️
Snapdragon 8+ Gen 1 At Just Rs 31,999/- 🤯 
Best Gaming Smartphone 🕹
.
Key Specs :- 
Snapdragon® 8+ Gen 1
Flagship 50MP OIS Camera
120W FlashCharge
Ultimate Gaming Features Like 
Motion Control, Gyroscope Enhancement, 4D Game Vibration, Voice Changer
.
#iqoo #iqooneo7 #iqooneo7pro #gamingsmartphone #smartphone #bestsmartphone #snapdragon8gen1 #snapdragon #gadgets #uniquegadgets #vivo #techunboxing","#iqoo, #iqooneo7, #iqooneo7pro, #gamingsmartphone, #smartphone, #bestsmartphone, #snapdragon8gen1, #snapdragon, #gadgets, #uniquegadgets, #vivo, #techunboxing"
2023-07-25,13:00:45,766,"Motorola Razr 40 Ultra 🤩 | Best Flip Phone 💯
.
Motorola razr 40 Ultra (Viva Magenta, 8GB RAM, 256GB Storage) | 3.6” External AMOLED Display | 6.9” AMOLED 165Hz Display | 32MP Selfie Camera |30W TurboPower Charging | Android 13
.
#motorazr40ultra #moto #motorola #motorolarazr40ultra #motorolarazr #flipsmartphone #androidsmartphone #techunboxing #flipphone #motorazr40 #android #amazongadgets #smartphone","#motorazr40ultra, #moto, #motorola, #motorolarazr40ultra, #motorolarazr, #flipsmartphone, #androidsmartphone, #techunboxing, #flipphone, #motorazr40, #android, #amazongadgets, #smartphone"
2023-07-07,14:18:54,995,"boAt Lunar Connect Ace 🤩
AMOLED Bluetooth Calling Smartwatch At Just Rs 2,499/- Only 💯
.
Key Specs 
1,43” AMOLED Display 
100+ Sports Mode 
Heart Rate / SpO2 / Stress Monitoring 
3 Days Battery With Bluetooth Calling 
7-10 days battery Without Bluetooth Calling 
Always ON Display 
IP68 Water Resistant 
.
#wearyoursmart #lunarconnectace 
#boatsmartwatch #boat #boatlunarconnectace #smartwatch #amoledsmartwatch #callingsmartwatch #budgetsmartwatch #smartwatches #techunboxing #gadgets #uniquegadgets #tech","#wearyoursmart, #lunarconnectace, #boatsmartwatch, #boat, #boatlunarconnectace, #smartwatch, #amoledsmartwatch, #callingsmartwatch, #budgetsmartwatch, #smartwatches, #techunboxing, #gadgets, #uniquegadgets, #tech"
2023-06-29,13:48:35,1519,"ROG Ally Unboxing Indian Variant 🤩
.
Best Handheld Gaming Console 💯
Launching On 7th July On Flipkart 
.
Will you prefer buying this device .? 🤔 
.
#rog #rogally #gamingconsole #console #consolegaming #roglaptop #techunboxing #techreels #technology #rogphone #rogphone2 #nintendoswitch #nintendo","#rog, #rogally, #gamingconsole, #console, #consolegaming, #roglaptop, #techunboxing, #techreels, #technology, #rogphone, #rogphone2, #nintendoswitch, #nintendo"
2023-06-26,14:10:55,1677,"Amazfit Pop 3R 🔥
AMOLED Calling Smartwatch At Just Rs 3,499/- 💯
.
Amazfit Pop 3R Key Specs :- 
1.43” HD AMOLED display & Classic Round Metallic Design
Bluetooth Calling & AI Voice Assistant
24H Heart Rate, SpO2 & Stress Monitoring
100+ Sports Modes , IP68 Water-resistance & 12-day Battery Life
100+ Vibrant Watch Faces & Music Control
.
#amazfit #amazfitsmartwatch #amazfitpop3r #amazfitpop3s #smartwatch #callingsmartwatch #fitnesstracker #flipkart #gadgets #technology #techunboxing #uniquegadgets","#amazfit, #amazfitsmartwatch, #amazfitpop3r, #amazfitpop3s, #smartwatch, #callingsmartwatch, #fitnesstracker, #flipkart, #gadgets, #technology, #techunboxing, #uniquegadgets"
2023-06-23,13:45:21,1505,"Redmi Buds 4 Active 🤩
Best Earbuds Under 1500 💯 
.
Watch Complete Video On Our YouTube Channel ✅
.
#redmi #redmibuds4active #redmibuds #earbuds #budgetearbuds #tws #budgettws #redmiearbuds #tech #earphones #amazongadgets #gadgets #uniquegadgets","#redmi, #redmibuds4active, #redmibuds, #earbuds, #budgetearbuds, #tws, #budgettws, #redmiearbuds, #tech, #earphones, #amazongadgets, #gadgets, #uniquegadgets"
2023-06-16,12:30:21,1105,"realme 11 Pro 5G 🤩
Best Smartphone Under 25K price Bracket.? 
.
Key Specs :- 
8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
.
#realme #realme11pro #realme11proseries5g #realme11proplus #realmesmartphone #realme11proonflipkart #flipkart #techunboxing #gadget #techreels #technology #smartphone #android","#realme, #realme11pro, #realme11proseries5g, #realme11proplus, #realmesmartphone, #realme11proonflipkart, #flipkart, #techunboxing, #gadget, #techreels, #technology, #smartphone, #android"
2023-06-09,13:30:02,2258,"realme 11 Pro+ 5G 🤩
Best Smartphone Under 30K .? 
.
Key Specs :- 
8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Curved AMOLED Display
200MP + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
.
#realme11proplus #realme11series #realme11proseries5g #realme #realme11proplus5g #realme11proseries #techunboxing #techreels #smartphone #android #camerasmartphone #flipkart","#realme11proplus, #realme11series, #realme11proseries5g, #realme, #realme11proplus5g, #realme11proseries, #techunboxing, #techreels, #smartphone, #android, #camerasmartphone, #flipkart"
2023-06-05,15:16:18,1324,"Fire Boltt Hunter Smartwatch At Just Rs 1,599/- 🔥
.
Key Specs :-
Largest HD Display 2.01inch 
High resolution of 240*296pixel resolution
120+ Sports Modes 
Bluetooth Calling 
AI Voice Assistance
IP67 water resistant-it can be submerged in 10m water for 1 minute
280mAh Battery 
2 Days Battery With Bluetooth Calling
.
.
#fireboltt #firebolttsmartwatch #callingsmartwatch #fireboltthunter #budgetsmartwatch #smartwatch #tech #techreels #techunboxing #watch #amazongadgets #technology #reels","#fireboltt, #firebolttsmartwatch, #callingsmartwatch, #fireboltthunter, #budgetsmartwatch, #smartwatch, #tech, #techreels, #techunboxing, #watch, #amazongadgets, #technology, #reels"
2023-05-29,15:35:41,590,"God Has A Plan !!
Trust It, Live It, Enjoy It 🤗
.
.
.
#causal #godsplan #weekendvibes #techunboxing #mercedes #keepgoing #keephustling","#causal, #godsplan, #weekendvibes, #techunboxing, #mercedes, #keepgoing, #keephustling"
2023-05-24,12:58:02,1909,"Motorola Edge 40 Quick Review 🤩
.
Guys no doubt  Motorola Edge 40 is one of the best smartphones under 30K price bracket.
Especially with pOLED 144Hz Display & wireless charging support which you don’t get to see at this price bracket.
Waise apko phone kaise laga 🤔
.
#motorola #motorolaedge40 #motoedge40 #smartphone #curveddisplay #android #techunboxing #motorolasmartphone #techreels #gadgets #flipkart #newsmartphone #bestsmartphone","#motorola, #motorolaedge40, #motoedge40, #smartphone, #curveddisplay, #android, #techunboxing, #motorolasmartphone, #techreels, #gadgets, #flipkart, #newsmartphone, #bestsmartphone"
2023-05-20,11:37:58,1588,"realme Narzo N53 🤩
Best Smartphone Under 10000 ✅
.
Key Specs :- 
1. 33W SUPERVOOC Charge
2. 7.49mm Ultra Slim with California Sunshine Design
3. Up to 12GB Dynamic RAM* + 128GB ROM (Up to 2TB External Memory)
4. 50MP AI Camera
5. 17.13 cm（6.74’’) 90Hz Display
6. 5000mAh Massive Battery
7. Mini Capsule
.
#realme #realmenarzo #realmenarzon53 #smartphoneunder10000 #budgetsmartphone #budgetphone #android #techunboxing #smartphone #narzon53","#realme, #realmenarzo, #realmenarzon53, #smartphoneunder10000, #budgetsmartphone, #budgetphone, #android, #techunboxing, #smartphone, #narzon53"
2023-05-17,13:27:37,921,"ASUS VivoBook 15X OLED Laptop 🤩
.
Key Specs :- 
Intel Core i5-1340P Processor
Integrated Intel Iris Xᵉ Graphics
16GB 3200MHz RAM | Storage: 512GB M.2 NVMe PCIe 4.0 SSD
15.6-inch (39.62 cm) FHD (1920 x 1080) OLED Display 
Windows 11 Home with lifetime validity
.
#asus #asuslaptop #asusvivobook #asusvivobook15oled #oledlaptop #oled #laptop #intel #intellaptops #budgetlaptop #techunboxing #techreels #technology #tech #amazongadgets #gadgets #laptopasus","#asus, #asuslaptop, #asusvivobook, #asusvivobook15oled, #oledlaptop, #oled, #laptop, #intel, #intellaptops, #budgetlaptop, #techunboxing, #techreels, #technology, #tech, #amazongadgets, #gadgets, #laptopasus"
2023-05-15,12:14:14,418,"Stay Gold 🌟
.
.
.
.
.
#haryana #casual #techunboxing #keepgoing #staystrong #hustle #outfits #fasion","#haryana, #casual, #techunboxing, #keepgoing, #staystrong, #hustle, #outfits, #fasion"
2023-05-10,16:25:20,490,"Where Words Fail Music Speaks ✨
.
.
.
.
.
#music #candid #musiclife #keepitsubtle #subtle #techunboxing #onelife #keephustling","#music, #candid, #musiclife, #keepitsubtle, #subtle, #techunboxing, #onelife, #keephustling"
2023-05-10,13:48:02,892,"Best Flip Smartphone 🤩
OPPO N2 Flip Quick Review ✅
.
.
Key Specs :- 
8 GB RAM | 256 GB ROM
17.27 cm (6.8 inch) Full HD+ Foldable AMOLED Display
50MP + 8MP | 32MP Front Camera
4300 mAh Battery
Mediatek Dimensity 9000+ Processor
.
.
#oppofindn2flip #flipsmartphone #oppo #foldablesmartphone #oppoflip #android #smartphone #opposmartphone #techunboxing #tech #techreels #gadgets #amazonfinds #flipphone","#oppofindn2flip, #flipsmartphone, #oppo, #foldablesmartphone, #oppoflip, #android, #smartphone, #opposmartphone, #techunboxing, #tech, #techreels, #gadgets, #amazonfinds, #flipphone"
2023-05-06,15:42:25,668,"Just Keep It Subtle 😉
.
.
.
#keephustling #subtle #techunboxing #keephustling #staymotivated #causal","#keephustling, #subtle, #techunboxing, #keephustling, #staymotivated, #causal"
2023-05-05,13:34:15,2453,"Wzatco Alpha CE Projector 🤩
Full HD Android Smart Projector ✅
.
Key Specs :-
4K HDR Support
Full HD Native Resolution
Android 9
1GB RAM + 8GB Storage
10W Speaker
.
#wzatco #wzatcoprojectors #android #projector #androidprojector #smartprojector #techreels #techunboxing #amazongadgets #uniquegadgets #techunboxing #amazon #tech","#wzatco, #wzatcoprojectors, #android, #projector, #androidprojector, #smartprojector, #techreels, #techunboxing, #amazongadgets, #uniquegadgets, #techunboxing, #amazon, #tech"
2023-04-28,13:37:18,1191,"OnePlus Pad Quick Review 🤩
With OnePlus Magnetic Keyboard & OnePlus Stylo ✅
.
Key Specs :- 
144Hz LCD Display
12GB RAM + 256GB Storage
MediaTek Dimensity 9000
Android 13.1
144HZ Refresh Rate
Dolby Vision Atmos
.
#oneplus #onepluspad #oneplustablet #androidtablet #android #oneplusindia #techunboxing #onepluspadspecs #tablet #techreels #amazongadgets #reels","#oneplus, #onepluspad, #oneplustablet, #androidtablet, #android, #oneplusindia, #techunboxing, #onepluspadspecs, #tablet, #techreels, #amazongadgets, #reels"
