Date,Time,Views,Caption,Hashtags
2021-09-12,07:06:25,267270,"When you're late for the Gym...Magar photo jaroori hai😂
#TGFamily 🔥 🔥 🔥",#TGFamily
2021-09-05,05:09:16,196897,"Ek saal se chocolate nahi khayi thi #TGFamily ...Chaliye Shuru Karte Hai 😂
🔥🔥🔥",#TGFamily
2021-08-29,08:50:27,180762,Can't wait for his 10th Birthday on 5th Sep!!! #Nephew #TGFamily 🔥🔥🔥,"#Nephew, #TGFamily"
2021-08-23,10:11:46,213195,The dream is free..Hustle is sold separately...#TGFamily 🔥🔥🔥,#TGFamily
2021-08-19,07:34:36,159933,"When in doubt - Workout!
#TGFamily 🔥🔥🔥",#TGFamily
2021-08-15,05:55:26,239459,जय हिन्द🇮🇳🇮🇳🇮🇳,
2021-08-12,08:20:14,143943,"Flip Or Fold? What's your pick #TGFamily ???
For me..Fold for the weekdays..Flip for the weekend!!!",#TGFamily
2021-08-11,05:25:42,131681,"Time again to #FlyBetter in full speed with @emirates for the @samsungindia #SamsungUnpacked  
Can't wait to reveal the surprises exclusive for #TGFamily 🔥🔥🔥","#FlyBetter, #SamsungUnpacked, #TGFamily"
2021-08-10,14:56:29,289189,Guru💥,
2021-08-08,05:27:18,148709,Our Superstar...🥇#NeerajChopra 🇮🇳🇮🇳🇮🇳,#NeerajChopra
2021-08-03,06:16:10,145026,"All geared up to UNFOLD...
Video dropping soon #TGFamily 🔥🔥🔥
#SamsungUnpacked","#TGFamily, #SamsungUnpacked"
2021-08-01,05:42:00,289898,Nayi Subah...Nayi Shuruat...#TGFamily 🔥🔥🔥,#TGFamily
2021-07-25,07:30:29,208223,"Bas isi phone se post kar raha hu...
#TGFamily 🔥🔥🔥",#TGFamily
2021-07-18,07:47:59,230566,"Gaadi ke bonnet se nikle pari...🧚‍♀️ 
Kya haal hai #TGFamily 🔥🔥🔥",#TGFamily
2021-07-15,07:25:42,211279,Heavy Driver mode on...🤣#TGFamily 🔥🔥🔥,#TGFamily
2021-07-11,04:54:38,360293,What's your favourite destination #TGFamily?🔥🔥🔥,#TGFamily
2021-07-04,03:48:25,302001,"Guru meets Guru🔥🔥🔥
Always a pleasure meeting you @gururandhawa bhai..",
2021-07-01,04:56:59,261130,Tujhe sab hai pata..Hai na Maa...Birthday wishes to the greatest woman I know...♥️,
2021-06-01,10:15:37,158492,"Hello #TGFamily...Aaraam se baith ke #GTAV khelne ka maja hi alag hai...
Waise #BGMI ka Pre-registration bhi kar diya hai...🔥🔥🔥","#TGFamily, #GTAV, #BGMI"
2021-05-23,06:20:42,172605,"Get ready for tomorrow, Today!!! #TGFamily 🔥 🔥🔥",#TGFamily
2021-05-16,08:24:00,306118,"Chaliye shuru karte hai...
#tgfamily 🔥🔥🔥",#tgfamily
2021-05-12,07:11:00,444095,"Hello #TGFamily...Presenting McLaren GT🧡
🔥🔥🔥",#TGFamily
2021-05-11,04:01:26,407529,"Hello #TGFamily...Just got my birthday surprise😍😍😍
Gift thoda late mila magar shandaar mila...
What's your guess???...Video soon🔥🔥🔥",#TGFamily
2021-05-07,13:26:12,274733,"Celebrating Life...
Today I'm 18 years old with 12 years of experience!!! 
♥️#TGFamily🔥🔥🔥
30 and fabulous...",#TGFamily
2021-05-03,08:50:39,237611,"Dono pe texts..Pehle reply kispe???
#TGFamily 🔥🔥🔥",#TGFamily
2021-04-25,06:22:17,172395,"Sunday ke kya plans hai #TGFamily???
🔥🔥🔥",#TGFamily
2021-04-21,06:50:45,186487,"Side mein bas deewar hai..Magar aise photo acchi aati hai...🤣
#TGFamily 🔥🔥🔥",#TGFamily
2021-04-18,09:15:38,167364,"Work hard then work harder...
#tgfamily 🔥🔥🔥
#ShotOn???","#tgfamily, #ShotOn"
2021-04-16,07:03:22,152217,"Life is BETTER when you’re SMILING!
#TGFamily 🔥🔥🔥",#TGFamily
2021-04-12,10:03:29,182419,"If you hate your Mondays, you're doing it all wrong...
Love you #tgfamily 🔥🔥🔥",#tgfamily
2021-04-05,07:30:51,157443,"More power to #TGFamily🔥🔥🔥
We won the award for Technology Influencer Of The Year at #CosmoIndiaBloggerAwards 
Love always♥️
@cosmoindia @fiamaindia","#TGFamily, #CosmoIndiaBloggerAwards"
2021-04-01,07:31:39,178767,"Mood😍
#tgfamily 🔥🔥🔥",#tgfamily
2021-03-27,09:11:40,232873,"This ₹1,00,00,000+ Gold iPhone 12 Pro Max is for you #TGFamily #TGShorts
Subscribe to TG Shorts!!!
Love you all!!!","#TGFamily, #TGShorts"
2021-03-23,08:06:28,176681,"Surprises for #tgfamily 🔥🔥🔥...
Going Live today at 7:30PM IST #OnePlus9Series #YourBestShot #SmarterEverywear","#tgfamily, #OnePlus9Series, #YourBestShot, #SmarterEverywear"
2021-03-17,04:41:51,222067,FOOD O'Clock...#tgfamily 🔥🔥🔥,#tgfamily
2021-03-16,06:25:54,253607,"Right or Left?
What's you pick #TGFamily??? 🔥🔥🔥",#TGFamily
2021-03-14,06:37:44,287128,"Bhaiya Bhabhi ki 15th Anniversary...
Celebrations #tgfamily 🔥🔥🔥",#tgfamily
2021-03-13,06:27:20,197412,"Majedaar...🌽
#TGFamily 🔥 🔥 🔥",#TGFamily
2021-03-11,11:03:05,207254,"Hello #tgfamily! I’m on my way...🔥🔥🔥
#flyemiratesflybetter","#tgfamily, #flyemiratesflybetter"
2021-03-07,04:42:26,254346,Positive Mind...Happy Life...Muskurate rahiye...Love you #tgfamily 🔥🔥🔥,#tgfamily
2021-03-05,07:31:03,306117,"21 #GalaxyS21 Smartphones for you🔥🔥🔥
- LIKE, SHARE and FOLLOW 
- Ruko jara..Sabar karo...
Love you #TGFamily...","#GalaxyS21, #TGFamily"
2021-03-02,07:42:08,173362,"Garam chai mil jaaye☕️
Fir aur kya chahiye...
#tgfamily 🔥🔥🔥",#tgfamily
2021-02-26,04:45:26,187400,"Play Has No Limits🎮
#TGFamily #PS5 🔥🔥🔥","#TGFamily, #PS5"
2021-02-21,05:29:25,218822,"Thinking of #Pawri🔥🔥🔥
#TGFamily","#Pawri, #TGFamily"
2021-02-17,06:33:13,261451,"*Insert any cool caption here + 🔥🔥🔥* 
🤣
Kya haal hai #TGFamily???",#TGFamily
2021-02-14,05:26:02,230613,"मुस्कुराते चेहरे, राज़ गहरे।♥️♥️♥️ 
#TGFamily 🔥🔥🔥",#TGFamily
2021-02-08,05:08:43,223360,Can you guess the camera??? #TGFamily 🔥🔥🔥,#TGFamily
2021-02-01,05:59:26,211010,Chai ya coffee??? #TGFamily 🔥🔥🔥,#TGFamily
2021-01-31,08:37:33,173631,What's your pick #tgfamily??? #teamgalaxy,"#tgfamily, #teamgalaxy"
2021-01-29,07:55:36,321863,Kaam jaroori hai...Lekin Photo khinchwana jyada jaroori hai...#tgfamily 🔥🔥🔥,#tgfamily
2021-01-26,03:44:09,277332,🇮🇳🇮🇳🇮🇳 #गणतंत्र_दिवस,#गणत
2021-01-24,04:39:27,299042,Caption mein kya rakha hai??? 🔥🔥🔥 hi kaafi hai...,
2021-01-19,07:36:05,312172,Party with my big brothers🔥🔥🔥,
2021-01-17,06:30:17,401240,Chaliye shuru karte hai...🔥🔥🔥,
2021-01-10,06:48:06,265840,🔥🔥🔥 #tgfamily,#tgfamily
2021-01-09,05:51:59,191474,"Good morning #TGFamily🙏...Breakfast at 36,000ft with @emirates ✈️ 
#FlyEmiratesFlyBetter","#TGFamily, #FlyEmiratesFlyBetter"
2021-01-03,08:58:40,304880,Party All Night In Dubai🔥🔥🔥 @yoyohoneysingh #TGFamily...,#TGFamily
2020-12-31,16:27:59,178285,Game Over 2020...#tgfamily 🔥🔥🔥,#tgfamily
2020-12-29,07:40:37,279930,"Chaliye Shuru Karte Hai!!! 
#tgfamily 🔥🔥🔥",#tgfamily
2020-12-27,06:40:46,278739,Kya scene hai #TGFamily??? 🔥🔥🔥,#TGFamily
2020-12-24,04:45:30,304394,"Kya haal hai #tgfamily???
Thanda Mausam + Garam Chai = 🔥🔥🔥 
Love you all♥️",#tgfamily
2020-12-17,07:05:00,364319,Caption mere laptop mein hai..Abhi copy paste karta hu..🤣#tgfamily 🔥🔥🔥,#tgfamily
2020-12-13,04:42:28,242763,Chaliye Udaan Bharte Hai!!! #tgfamily,#tgfamily
2020-12-10,07:17:06,263979,"Hello #tgfamily...Caption ka aaj kuch samajh nahi aa raha...
Love you all♥️",#tgfamily
2020-12-07,07:20:03,253425,Hello #tgfamily...Ready For Some Action???🔥🔥🔥,#tgfamily
2020-12-05,04:53:34,266194,"Chaliye shuru karte hai...🔥🔥🔥
Kaisa chal raha hai #tgfamily???",#tgfamily
2020-11-30,08:52:10,289178,"ੴ 🙏
#gurupurab #gurunanakjayanti2020","#gurupurab, #gurunanakjayanti2020"
2020-11-30,05:48:20,341684,Photo Nayi...Muskurahat Wahi...#tgfamily 🔥🔥🔥,#tgfamily
2020-11-28,06:58:13,292870,Smile is the solution...#tgfamily 🔥🔥🔥,#tgfamily
2020-11-24,04:20:50,321201,"Crazy session with the one and only 
@yoyohoneysingh bhai...
Video coming soon🔥🔥🔥﻿",
2020-11-23,07:48:28,298641,"What's going on #tgfamily ??? 
Kal bhi kuch khaas karte hai🔥🔥🔥",#tgfamily
2020-11-17,07:46:37,327570,"Hello #tgfamily 🙌
What's your pick??? 
#iphone12 🔥🔥🔥","#tgfamily, #iphone12"
2020-11-15,04:16:52,336064,Love you #tgfamily,#tgfamily
2020-11-14,07:59:35,347389,#HappyDiwali 🔥🔥🔥#tgfamily,"#HappyDiwali, #tgfamily"
2020-11-13,05:52:20,265459,Hello #tgfamily...Time again to #flybetter ✈️ with @emirates 🔥🔥🔥,"#tgfamily, #flybetter"
2020-11-11,06:24:41,305060,Hello...#tgfamily 🔥🔥🔥,#tgfamily
2020-11-08,08:27:41,330395,y = mx + c...Kya haal hai #tgfamily 🔥🔥🔥 BTW guess the camera...﻿,#tgfamily
2020-11-06,03:34:28,327040,ये ढाई किलो का हाथ💪!!! #tgfamily 🔥🔥🔥,#tgfamily
2020-10-30,06:45:47,374539,"All for you!!!
LIKE...Comment...#tgfamily 🔥🔥🔥",#tgfamily
2020-10-29,08:47:42,375209,With the love of #TGFamily...Khushiyan x100...Much more coming soon!!! ❤️,#TGFamily
2020-10-26,05:06:15,315622,"Hello #TGFamily 🙏 After a long break..Finally✈️!!! 
Feels so good to touch the sky again with @emirates",#TGFamily
2020-10-23,11:19:30,285049,Hello #TGFamily...What's your pick???🔥🔥🔥,#TGFamily
2020-10-18,09:04:55,217392,"Hello #tgfamily 
What a phenomenal journey it has been...
5 Years🗓
3343 Videos📹
2,259,465,081 Views👀
110,334,792 Likes👍
32,850,904 Comments✍️
and
19,446,058+ members of #TGFamily 
All I can say is thanks...Thanks a lot...🙏
❤️ @youtubeindia","#tgfamily, #TGFamily"
2020-10-11,09:18:18,228590,Hello #TGFamily! What's your favorite???,#TGFamily
2020-10-09,05:51:52,252961,Happy Mind..Happy Life...Kya haal hai #TGFamily???🔥 #shotoniphone,"#TGFamily, #shotoniphone"
2020-10-04,06:34:56,304792,Sunday mornings!!! These shoes are awesome @gururandhawa bhai..#TGFamily﻿,#TGFamily
2020-09-28,09:34:11,276910,Selfie maine leli aaj🤣🤣🤣Kya scene hai #TGFamily??? #ShotOn??,"#TGFamily, #ShotOn"
2020-09-20,04:15:25,274025,"Chai peene mein #FullOn maza hai🔥🔥🔥
Waise aapka #FullOn maza kisme hai #TGFamily???","#FullOn, #FullOn, #TGFamily"
2020-09-18,10:59:16,344607,"Hello #TGFamily, kaise ho sab???
Best time for new beginnings is Now!!!
Love you all♥️",#TGFamily
2020-09-12,04:53:21,308559,"All set for @iplt20🔥
Can't wait to watch the legend @mahi7781 on the latest cutting edge tech from @samsungtv 
Of course unboxing coming soon!!!
Are you excited #TGFamily???",#TGFamily
2020-09-09,05:47:30,262448,"Kya haal hai #TGFamily??? 
Ek samay ki baat hai jab hum ghar se bahar ghooma fira karte the...",#TGFamily
2020-08-31,03:41:52,374849,Hello #TGFamily...Something crazy coming for you today...Love you all ❤️🔥🔥🔥,#TGFamily
2020-08-25,06:21:17,250551,"Jai Hind Dosto🇮🇳
#TGFamily",#TGFamily
2020-08-20,03:57:20,267965,"Kaise ho dosto? Waise gaming ka alag hi maja hai🔥...
#Binod ko bhi #ROGPhone3 ki gaming pasand hai🤣...
Guess karo main kaunsa game khel raha hu???","#Binod, #ROGPhone3"
2020-08-15,04:47:08,391704,"विजयी विश्व तिरंगा प्यारा, झण्डा ऊँचा रहे हमारा।
जय हिन्द🇮🇳
#स्वतंत्रता_दिवस 
#IndependenceDay","#स, #IndependenceDay"
2020-08-12,04:10:54,296073,‪Good Morning Guys...Let Your Dreams Be Your Wings...🔥🔥🔥‬,
2020-08-05,05:26:22,302722,Gaming on the #ROGPhoneIII is always exciting🔥🔥🔥Waise aapka favorite game kaunsa hai dosto??? #WorshippedByGamers #LovedByTechGurus #CrackTheCode,"#ROGPhoneIII, #WorshippedByGamers, #LovedByTechGurus, #CrackTheCode"
2020-08-02,06:51:48,306228,‪Ek zamane mein hum bhi khoob travel kiya karte the...‬✈️✈️✈️,
2020-07-26,07:18:26,370895,‪Chaliye shuru karte hai🤣🤣🤣‬,
2020-07-22,04:24:16,335653,‪Late night walk on our lake...Nightmode mein photo theek thaak aa gayi hai waise #ShotOn? ‬,#ShotOn
2020-07-19,05:08:53,397947,‪Sunday ho ya Monday...Kaam aur bas kaam...‬Aap sab kya kar rahe ho aaj kal?,
2020-07-11,05:55:08,360182,Hey Bhagwaan bas 6️⃣ dila de...Playing ludo with my nephew Arihaan is always fun...Are you a ludo champion???,
2020-07-04,05:12:14,608428,Do it BIG...Do it RIGHT...Do it with STYLE...Thanks GOD for everything🙏,
2020-06-28,04:00:04,256335,Sunday ho ya Monday...Bas kaam chalta rahe...Waise aapka kya kaam chal raha hai dosto???,
2020-06-21,02:35:40,274728,Subah jaldi uthne ka maja hi alag hai...Waise aapka Sunday ka kya scene hai???,
2020-06-15,07:05:39,277593,Kya scene chal raha hai dosto?? Muskurate rahiye...🙂,
2020-06-07,03:46:12,315733,Aaj sunday ke kya plans hai dosto??? BTW Guess the camera...,
2020-06-02,07:18:17,245917,Bahut purani baat hai...,
2020-05-28,04:27:02,254079,‪Good morning dosto...Abhi subah ki chai aur fir din bhar kaam aur aaraam...Waise aapke liye ek shandaar video thodi hi der mein..Love you all❤️‬,
2020-05-23,07:03:41,278170,‪Kal raat bhar carrom hi chal raha tha...Waise nishana sahi lagna chahiye...Guess the camera...‬,
2020-05-18,04:25:03,263671,‪Hit all your targets hard...Waise aapka target kya hai???🥊 #ShotOniPhone ‬,#ShotOniPhone
2020-05-13,05:30:37,233444,‪Good morning dosto...Where do you wanna go once all this is over??? ‬,
2020-05-07,04:32:23,246167,"‪My journey so far in life has been truly amazing, and I want to thank God for that🙏Happy birthday to me...29 years and counting...🙂‬",
2020-05-06,03:43:22,229472,Hello...,
2020-05-01,05:04:07,169513,🤗,
2020-04-25,09:28:28,298430,‪My latest one...Coming soon to you with❤️#ShotOniPhone11ProMax ‬,#ShotOniPhone11ProMax
2020-04-20,03:16:08,225529,‪We will win!!! #StayHome ‬,#StayHome
2020-04-14,06:03:16,162157,‪Ab toh bas ghar pe raho purani photos dekho aur post karo...Waise aap kya kar rahe ho??? #StayHome ‬,#StayHome
2020-04-09,05:13:21,238446,Speeeeed...Can't wait to go out once it's over...#StayHome,#StayHome
2020-04-05,04:12:09,166312,Thanda thanda cool cool...Ghar pe Sunday ke kya plans hai?? #StayHome,#StayHome
2020-03-31,04:35:16,158176,Good morning dosto...Time kaise paas kar rahe ho aaj kal? #StayHomeSaveLives,#StayHomeSaveLives
2020-03-26,02:33:46,174396,‪Good morning Dosto...Photo toh khair purani hai...Abhi toh poora #StayHome aur poori raat Netflix khatam karke sone ka time hua hai mera...12baje milte hai live stream pe...Aapka routine kaisa chal raha hai??? ‬,#StayHome
2020-03-21,04:52:49,197980,‪Good morning dosto...Stay safe...Love you all...‬,
2020-03-16,06:49:14,327361,‪From @yyhsofficial Bhai's Birthday bash last night...Happy birthday once again bhai..Keep rocking...Let's make it huge this year... ‬,
2020-03-14,05:58:23,166846,‪Muskurate raho...Good morning...‬,
2020-03-10,02:58:50,191481,Sahi hai...Good morning...,
2020-03-04,08:33:35,198472,Majedaar mausam aur sukoon...,
2020-02-28,04:05:11,185337,Safar yun hi chalta rahe...,
2020-02-24,05:28:43,223235,"Thanks for all the love and support guys...So humbled and honoured for this...🙏• @forbesindia 𝗚𝗮𝘂𝗿𝗮𝘃 𝗖𝗵𝗮𝘂𝗱𝗵𝗮𝗿𝘆 | 𝗬𝗼𝘂𝗧𝘂𝗯𝗲⁣
@technicalguruji introduces himself in most of his videos with, “Namaskar dosto… (hello friends)”, but his next line, “chaliye shuru karte hai (let’s start)”, encapsulates what he proceeds to do: Introduce people to the ins and outs of technology. ⁣
⁣
Chaudhary, who had always been interested in all things tech, started learning programming languages early in life, and discovered YouTube in 2007. After completing his master’s in micro electronics from Dubai in September 2015, he joined his family business, but nurtured his hobby on the side by launching his YouTube channel ‘Technical Guruji’ in October. On the channel, he spoke about technology—not just product reviews, but also concepts and how tech worked, and uploaded videos in Hindi to expand reach.⁣
⁣
Technical Guruji caters to 15 million YouTube subscribers and is the largest tech YouTube channel in India, while Chaudhary, who writes, creates, edits and uploads the videos, is the second-most subscribed tech-YouTuber in the world. He also has a personal vlogging channel that, with 3 million subscribers, is India’s largest vlog. ⁣
⁣
He has a library of approximately 2,700 videos. “There’s one video in the morning talking about new technology, a product, an unboxing or a mix of everything and the evening video is a 10-minute tech-news show that gives the latest global updates,” he explains. On Sundays, Chaudhary creates an interaction video to answer questions his subscribers pose on Twitter. “There have been times when I have shot a video in an airplane, edited it and uploaded it on the flight’s Wi-Fi,” he adds. ⁣
⁣
“Gaurav is passionate about his work. He is focussed which gives him a stronghold on his audience. There have been multiple cases when Gaurav has collected feedback from users and conveyed it to us... that has helped us build a better product,” says Madhav Sheth, vice president of Realme and CEO of Realme India | By @holyuncool; 📸: Amit Verma #ForbesIndia30U30",#ForbesIndia30U30
2020-02-16,04:54:57,225205,Maa ke saath poori duniya ka sukoon...,
2020-02-12,04:01:44,174360,‪Smile makes everything awesome...‬,
2020-02-06,06:34:50,178771,‪Dare to dream BIG....#shotoniphone11promax,#shotoniphone11promax
2020-02-01,04:12:54,271193,‪Spent some quality time with our very own @kapilsharma paaji in Dubai last week...Kal ke video ka intezaar karna dosto...Hamesha ki hi tareh kuch khaas sirf aapke liye...‬,
2020-01-30,08:11:43,209813,‪Abhi abhi toh 2020 shuru hi hua tha aur January khatam bhi hone waala hai...Kya chal raha hai dosto??? #shotoniphone11pro,#shotoniphone11pro
2020-01-26,07:13:48,226810,‪#गणतंत्रदिवस की हार्दिक शुभकामनाएं। जय हिंद 🇮🇳‬,#गणत
2020-01-23,05:26:43,259517,‪Good morning Dosto...Fresh things coming ahead...2020 is about to get crazy... @yyhsofficial,
2020-01-20,03:10:05,218227,Good morning dosto...Not all who wander are lost...🔥🔥🔥,
2020-01-15,04:11:43,317298,Chaliye shuru karte hai with @norafatehi ...Stay tuned...🔥🔥🔥,
2020-01-12,04:54:44,404243,Toh Chaliye Shuru Karte Hai with @virat.kohli bhai...Aapke liye kuch khaas special jaldi hi...1 nahi 2-2 videos sirf aapke liye...15 Million Subscribers ki khushi aap sabhi ke saath...Stay tuned...🙏,
2020-01-11,01:56:38,154401,"With @emirates A-380's lounge, traveling is always a party experience...#FlyBetter...Guess the camera guys...",#FlyBetter
2020-01-09,03:25:12,224831,Good morning dosto...Hit your targets hard...,
2020-01-05,02:55:07,202773,Good morning dosto...Kya chal raha hai...Guess karo kaunse phone se clicked hai...,
2020-01-03,05:29:16,146570,"New year mein kuch ""NEW"" hua kya dosto??? #shotoniphone11promax",#shotoniphone11promax
2019-12-31,03:40:29,176402,Saal ke aakhiri din ke kya plans hai dosto???,
2019-12-24,08:34:34,145741,Sabke liye gifts ready hai...Toh chaliye shuru karte hai...#MerryChristmas,#MerryChristmas
2019-12-23,06:48:17,146283,‪Time for some travel...Time again to enjoy the first class service by @emirates ...This time it's to China for something special...Work+Fun...#FlyBetter ‬,#FlyBetter
2019-12-22,05:42:41,234236,❤️YouTube...Sunday ke kya haal hai dosto???,
2019-12-16,03:43:19,291888,Chaliye shuru karte hai...,
2019-12-12,03:48:45,196643,‪Good morning Dosto...Mausam chahe kaisa bhi ho...Chai ka alag hi maza hai...☕️☕️☕️ #shotoniphone11promax,#shotoniphone11promax
2019-12-05,05:19:38,224580,‪Think BIG...Do BIGGER...Good morning dosto... #ShotOn??? ‬,#ShotOn
2019-11-30,08:07:47,152264,‪Yesterday was historic...Proud to be part of this special flight @emirates #EK2019 which created Guinness World Record welcoming 145 nationalities and carried more than 540 passengers in this specially designed @airbus A-380...#flybetter @guinnessworldrecords,"#EK2019, #flybetter"
2019-11-24,05:39:24,233761,‪Sunday ke kya plans hai dosto??? ‬,
2019-11-20,03:38:05,231409,Another fresh day to start something new...Traveling to Chennai with my big brother...From ideas to implementation...🔥🔥🔥,
2019-11-17,05:17:13,206135,#ShotOn???,#ShotOn
2019-11-15,04:58:44,195037,Good morning dosto... Positive mind. Positive vibes. Positive life. #shotoniphone11promax,#shotoniphone11promax
2019-11-09,08:16:15,192545,Life is short...Smile while you still have teeth :) #shotoniphone11promax,#shotoniphone11promax
2019-11-03,05:00:34,212197,Good morning guys...It's double excitement to hold the #GalaxyFold...What a prodigious masterpiece of tech by @SamsungMobile...,#GalaxyFold
2019-10-28,09:01:56,218439,A night full of lights...,
2019-10-27,07:54:09,257997,‪I always see everything in a positive light...#HappyDiwali ‬,#HappyDiwali
2019-10-23,03:02:33,196766,"‪Good morning guys...It was a thrilling experience in Sikkim...17,800ft above sea level...‬#ShotOniPhoneProMax",#ShotOniPhoneProMax
2019-10-18,06:26:17,290302,11x iPhone 11...All for you all...Celebrating our 4th Anniversary...Thanks for all your love and support throughout...,
2019-10-17,04:21:55,126647,‪❤️ @youtube,
2019-10-14,06:52:12,153104,‪Party time at 36000ft...The @Emirates lounge on the A-380 is just awesome...‬,
2019-10-12,04:42:06,220616,‪Aasmaan ki unchaiyo mein...Charo taraf kohra hi kohra...🤣🤣🤣‬,
2019-10-09,11:37:55,121958,‪We all know @oneplus is all about speed and with @mclaren we talk about super speed...Time now to fly to London in full speed with @emirates to explore the all new #OnePlus7TSeries ‬,#OnePlus7TSeries
2019-10-08,03:57:33,149081,‪So fresh...#shotoniphone11ProMax ‬,#shotoniphone11ProMax
2019-10-04,05:44:25,179450,‪All black...‬,
2019-09-24,10:26:01,215778,"‪Stay original, let the world copy you... #iPhone11ProMax",#iPhone11ProMax
2019-09-19,05:39:57,155210,‪It’s time now for the 5th Edition of #GoogleForIndia...Lots of cool stuff incoming from the house of @googleindia 🔥🔥🔥,#GoogleForIndia
2019-09-13,03:07:41,181726,‪Good morning guys...Last few days were a rollercoaster ride...Time now to head back home after the #iPhone11 #AppleEvent with my favourite @emirates First class....Time to sleep for 15 hours straight...😴✈️🔥‬,"#iPhone11, #AppleEvent"
2019-09-11,04:32:05,238157,‪So we got the new iPhone 11 Pro today...I wonder if we ever gonna get an @ijustine Pro?? Or may be a Pro Max🤣🤣‬,
2019-09-09,04:49:11,156715,‪Good morning guys...Time again to fly in full speed with my favourite @emirates...This time to the @apple HQ for the new iPhone 11 family...‬,
2019-09-06,05:24:49,180712,Happiness...Celebrating my nephew Arihaan's 8th birthday...,
2019-09-03,09:16:28,125483,‪No one is you and that is your power...#NextLevelPower in my hands with all new and powerful #GalaxyNote10 #DoWhatYouCant ‬,"#NextLevelPower, #GalaxyNote10, #DoWhatYouCant"
2019-08-29,03:10:50,223479,"When in doubt, dare...Good morning dosto, waise aapne last time dare kab kiya tha?? #ShotOnRealme #64MP #DareToLeap","#ShotOnRealme, #64MP, #DareToLeap"
2019-08-25,02:00:05,182097,‪Make each day your masterpiece...Good morning 🔥🔥🔥,
2019-08-20,11:59:42,147506,Dosto aap din mein kitni baar Google use karte ho??? Kuch interesting aapke liye bahut jaldi hi...,
2019-08-15,03:56:19,219378,‪Jai Hind...🇮🇳🇮🇳🇮🇳 #IndependenceDayIndia #IndependenceDay2019‬,"#IndependenceDayIndia, #IndependenceDay2019"
2019-08-14,13:11:27,186279,‪Time for some updates...New setup coming soon...🔥🔥🔥‬,
2019-08-10,02:57:23,217742,‪My level of maturity depends on who I'm with...Baaki aap samajhdaar ho...🤣🤣🤣‬,
2019-08-05,03:45:10,172410,‪Peace Love Music ☮️❤️🎶Waise aapka favourite song kaunsa hai?? ‬,
2019-08-03,02:01:36,142706,‪Land Live Takeoff...Time again for some lively moments in Delhi...Time again to fly with @emirates...#FlyEmiratesFlyBetter ✈️‬,#FlyEmiratesFlyBetter
2019-07-29,03:14:20,138677,‪Bas ek mature bag ki hi kami reh gayi...‬,
2019-07-23,04:58:30,155960,‪My new weapon of choice...#ROGPhone2 ‬,#ROGPhone2
2019-07-16,03:34:28,142519,‪Kya haal hai dosto?? Make today amazing...💥#TeamPixel ‬,#TeamPixel
2019-07-14,05:07:23,163601,‪The goal is to die with memories not dreams...Good morning 🙂 Flying better to Delhi with @emirates ✈️... ‬,
2019-07-09,06:06:30,234346,‪Crown cricket ka hum le jayenge...#CWC19 #TeamIndia #INDvNZ ‬,"#CWC19, #TeamIndia, #INDvNZ"
2019-07-07,05:51:16,194949,Was great to see you again @gururandhawa Bhai...All the best for the Sensational Tour...Video aa gayi hai🤣,
2019-07-04,08:04:52,221658,‪Kal toh sahi maja aa gaya bhai...‬,
2019-06-29,02:23:13,132020,‪Expect problems and eat them for breakfast...Waise kya haal hai dosto??? Good morning🤘‬,
2019-06-25,05:23:14,141727,‪Good morning😊...Clicked during my recent trip with @emirates #FlyEmiratesFlyBetter ✈️‬,#FlyEmiratesFlyBetter
2019-06-23,07:24:23,129281,‪Stay cool...Stay focused...Stay determined...Good morning 🙂‬,
2019-06-19,06:16:21,170324,‪Hello Devi Prasad ghar par hai...,
2019-06-16,12:22:04,260775,‪What a match it is....Indiaaaaaa India...A great experience from the @emirates Executive Suite...🇮🇳🇮🇳🇮🇳 #INDvPAK #FlyEmiratesFlyBetter ‬,"#INDvPAK, #FlyEmiratesFlyBetter"
2019-06-16,08:29:00,193240,‪All set for #INDvPAK...We're gonna rock it for sure...Indiaaaaaaaaaaa India....🇮🇳🇮🇳🇮🇳‬,#INDvPAK
2019-06-16,04:51:11,114008,What a flight😍😍😍It was a great great experience with @emirates on my way to Manchester with this lovely crew... #INDvPAK 🇮🇳Vlog incoming sooon...#FlyEmiratesFlyBetter,"#INDvPAK, #FlyEmiratesFlyBetter"
2019-06-15,03:39:47,167696,Kaun jeetega???🇮🇳🇮🇳🇮🇳 This feels so home...Time to fly in full speed to Manchester for #INDvPAK with @Emirates...#FlyEmiratesFlyBetter,"#INDvPAK, #FlyEmiratesFlyBetter"
2019-06-14,04:57:01,142309,‪Congratulations Guys...We're a huge 13 Million family now on @YouTube...It's all because of your incredible love and support...Let's start the count for the next big one...Lots of love to you all...🙏‬,
2019-06-07,01:58:40,141987,Good day! Tried @evaairways for the first time for SFO-TPE and it was a great experience in their Royal Laurel class with this lovely crew...This was a special flight indeed...✈️✈️✈️‪What's your favorite travel experience???‬,
2019-06-05,02:52:54,114839,‪The Home of Apple...‬#EidMubarak,#EidMubarak
2019-06-02,05:29:39,130546,‪Excited for my first ever #WWDC...Let's see what @Apple has in store this time...Comment all your guesses...Flying to San Francisco with @emirates..Really long flight but there's so much to enjoy 😉‬,#WWDC
2019-05-29,02:42:50,132928,‪Good morning dosto...Waise din ho ya raat...Chai ka apna alag hi maja hai...Kya kehte ho??? ☕️🔥‬,
