Date,Time,Views,Caption,Hashtags
2023-10-18,12:31:37,75684,"🪩 Chalegi party saari raat 😂
🚀 Here’s are the Steps to Install Chrome Remote Desktop and Access Your Computer via Phone Anywhere:

1. 🖥️ Install Chrome Remote Desktop Extension on your chrome/Brave Browser
2. 🌐 Set up remote access & follow given steps on your PC
3. 📱 Install the app on your phone.
4. 🔗 Login with Same Account and Connect your Computer.
5. 🔑 Enter your PIN and start the session.

Access from Anywhere:

1. 🌐 Ensure your computer is on and connected.
2. 📶 Check your phone’s internet connection.
3. 📱 Open the app, select your computer, enter the PIN, and connect.

Tips: Create a strong PIN and enable two-factor authentication for security. Disconnect if not in use. 📽️ Share your screen for presentations or tech support.
#tech #techiela #techno #techreels #techtips #techvideos #tech #lifehacks #techhacks #windowstips #iphonetips #tipsandtricks #androidhacks #smartphonehacks #chromeextension","#tech, #techiela, #techno, #techreels, #techtips, #techvideos, #tech, #lifehacks, #techhacks, #windowstips, #iphonetips, #tipsandtricks, #androidhacks, #smartphonehacks, #chromeextension"
2023-10-17,12:39:47,555658,"All you need to know about APAAR Card- 

• Firstly, the Ministry of Education issued a letter to all the states, asking them to obtain the consent of the parents at all the schools for creating APAAR IDs for their children. 

• The APAAR or EduLocker will be a lifelong ID number for students for seamless tracking of their academic journey and achievements.

• The enrolment process will be carried out by the schools. You will be updated by your school about the application process of this APAAR I’d. 

I will keep everything update about APAAR I’d on my stories and will pin the latest information in comment section as any steps are taken by the Ministry and State Governments.

#govermentofindia #apaar #aadharcard #digilocker #education #india #students #uidai #techreels #techiela #tipsandtricks #identity #technology #techno","#govermentofindia, #apaar, #aadharcard, #digilocker, #education, #india, #students, #uidai, #techreels, #techiela, #tipsandtricks, #identity, #technology, #techno"
2023-10-17,10:47:19,7897,YOUTUBE #reelsinstagram #techeila #amanaujla,"#reelsinstagram, #techeila, #amanaujla"
2023-10-16,12:45:38,99369,"😅 Mera Steppler hai Japani 🇯🇵 
.
.
.
.
.
#tech #techno #techiela #techreels #gadgets #amazonfinds #techgadgets #stationaryaddict #kidsgadgets #tipsandtricks  #techtips","#tech, #techno, #techiela, #techreels, #gadgets, #amazonfinds, #techgadgets, #stationaryaddict, #kidsgadgets, #tipsandtricks, #techtips"
2023-10-16,10:57:34,12416,"Podcast with Tech-iela is live on yt - amanaujla 
#amanaujla #techiela #podcast","#amanaujla, #techiela, #podcast"
2023-10-14,12:58:04,55667,"Setting Up Your New iPhone?
💽 **Data Transfer from Android to iPhone**:
 Learn how to transfer data from an Android to an iPhone using Apple’s Move to iOS app:

 - Set up your new iOS device until you reach the “Apps & Data” screen. 📲
 - Tap “Move Data from Android.” 📱
 - On your Android device, download and install the “Move to iOS” app from the Google Play Store. 🛍️
 - Open the “Move to iOS” app on your Android device and tap “Continue.” ▶️
 - On your iOS device, tap “Continue” when prompted on the “Move from Android” screen. 🔄
 - Agree to the terms and conditions on your Android device. ✅
 - Enter the code displayed on your iOS device into the “Move to iOS” app on your Android device. 🔢
 - Connect your Android device to the temporary Wi-Fi network created by your iOS device. 📶
 - Select the content you want to transfer from your Android to your iOS device. 📁
 - Tap “Next” and wait for the transfer to complete. ⌛

M – your iPhone is new
F – your iPhone is refurbished (refurbished by Apple or a carrier)
N – your iPhone is an Apple replacement phone
P – your iPhone was personalized with engraving
(Last 3 letters for country)

 **@cashify Smartphone Carnival**:
 Mark your calendar for the @cashify Smartphone Carnival from October 8 to 15 with discounted prices and additional offers. 📅
 Enjoy a 6-month warranty and a 15-day refund policy for peace of mind. 😊
 Don’t miss out; grab your deal before stocks run out! 🏃
Activate ‘Find My iPhone’**:
 Secure your device against loss or theft:
 - Enable ‘Find My iPhone’ under your name in settings for tracking. 🔒
.
👉🏻Note: A part of this video is sponsored by @cashify 👈🏻 
.
#techno #techreels #iphonetips #iphonetricks #cashify #iphonehacks #apple #discounts #technology #techiela #tipsandtricks #techtips #tech","#techno, #techreels, #iphonetips, #iphonetricks, #cashify, #iphonehacks, #apple, #discounts, #technology, #techiela, #tipsandtricks, #techtips, #tech"
2023-10-14,07:37:18,17809,"Podcast with Jai Arora aka Tech-iela bro will be coming on 16 October ( Monday) . Stay tuned ❤️🙏🏻
#techiela #amanaujla #podcast","#techiela, #amanaujla, #podcast"
2023-10-11,12:51:31,167840,"Hai na mast cheez 🤣
App available on both Play Store & App Store
App Name: Walkie Talkie
Link: https://apps.apple.com/in/app/walkie-talkie-all-talk/id1438005314

.
.
.
#tech #techno #techreels #tipsandtricks #androidapps #iphonetips #androidhacks #WalkieTalkie #MakeFriends #Apps #Technology #techiela #omegle #strangers","#tech, #techno, #techreels, #tipsandtricks, #androidapps, #iphonetips, #androidhacks, #WalkieTalkie, #MakeFriends, #Apps, #Technology, #techiela, #omegle, #strangers"
2023-10-09,13:05:49,1862916,"🍿🎥 Unlock Movie-Watching Benefits like a Pro! 🎬🎉

Note: The PVR Passport Voucher can let you watch 10 movies in 10 different weekdays in a month in selected cities. 

💰 Save Big on Tickets:
• PVR Passport: Get movie tickets for just ₹70, any day from Monday to Thursday.
• National Cinema Day (13th Oct): Enjoy all movies for only ₹99! Mark your calendar.

🍔🥤 Affordable Snacks:
• Unlimited Popcorn and Pepsi refills at INOX every Friday to Sunday.
• PVR offers Pepsi cans for just ₹60, and you can savor delicious sandwiches, samosas, and burgers too!

🎟️ Smart Booking:
• Use Magicpin for a fantastic 23% off on movie tickets.
• Save up to ₹500 when you book 3 tickets at once.

📣 Spread the Word:
• Share these hacks with friends and family to help them save too!
👉 Don’t Forget to Follow @tech_iela for more such Beneficial Tips!
🎥 🌟🍿
#movie #cinemaday #tickets #movietickets #discounts #latestmovies #techiela #techreels #tipsandtricks #benefits #inox #booking #techno #moviehacks #freemoviesonline #jawan  #raniganj #techno #tech #techtips","#movie, #cinemaday, #tickets, #movietickets, #discounts, #latestmovies, #techiela, #techreels, #tipsandtricks, #benefits, #inox, #booking, #techno, #moviehacks, #freemoviesonline, #jawan, #raniganj, #techno, #tech, #techtips"
2023-10-07,13:30:08,60318,"👉🏻Save krlo jldi se🤓
- 📦 *Secure Packaging*: When ordering from Flipkart, opt for the ₹49 secured packaging option. This ensures that the delivery boy opens the package in front of you to verify the correct product. 📸📦

- 📱 *Beware of Fake Ads*: Don’t fall for tempting offers like an iPhone 14 for just ₹15,000. Scammers mimic Flipkart’s interface perfectly. Always double-check the URL to avoid getting scammed. 🧐📢

- 💰 *Cashback Savings*: Save money by using “Paisa Wapas” app that offers up to 14% cashback when shopping. You can directly transfer this cashback to your bank account. 💲💸

- 🚚 *Delivery Scams*: Scammers may pose as fake delivery boys, hand you an empty box, and ask for OTP to clear payment. Always verify the authenticity of the delivery through Flipkart’s official messages before sharing OTP. 🚫🔐

Share these tips with your friends to protect them from scams during the sale season. 👫🤝
📌Don’t forget to Follow @tech_iela 🙋‍♂️
.
#scams #sale #flipkart #amazon #onlinescams #fraud #fake #scammers #parcel #techreels #technology #techiela #important #tipsandtricks #techno #techtricks #techgadgets #techtips","#scams, #sale, #flipkart, #amazon, #onlinescams, #fraud, #fake, #scammers, #parcel, #techreels, #technology, #techiela, #important, #tipsandtricks, #techno, #techtricks, #techgadgets, #techtips"
2023-10-06,12:55:39,89336,"Not Sponsered 😅
.
🌟 This is boAt Wanderer Smart Kid’s Smartwatch 🌟
It’s Features are :

📱 Stay Connected: Keep an eye on your little explorer with in-built SIM connectivity, allowing them to roam freely while you stay in touch.

📍 GPS & Geo-fencing: Ensure their safety by tracking their whereabouts in real-time and setting safe boundaries with Geo-fencing.

📞 Video & Voice Calls: Stay connected with your child through video and voice calls, no matter where you are.

🚫 Control Features: Take charge of your child’s activities with Class Forbidden, Voice Monitoring, Auto Answer, and Unknown Call Restrictions.

Price : Around INR. 5,000/- (Available on Amazon , Flipkart & boat Website ).

🧒🌟 Keep your kid safe & Follow @tech_iela 🌟🧒
.
#techno #techiela #kids #smartwatch #kidssmartwatch #boatwanderer #techreels #watch #safety #kidssafety #gadgets #protection #techreels #technology #techtips #techhouse","#techno, #techiela, #kids, #smartwatch, #kidssmartwatch, #boatwanderer, #techreels, #watch, #safety, #kidssafety, #gadgets, #protection, #techreels, #technology, #techtips, #techhouse"
2023-10-05,12:53:06,16148,"•🚫 Gambling and betting are illegal in India, yet numerous apps like 1X**, Lot365, Fairp** thrive. How is this possible?

•📊 These brands are intentionally promoted in the market, often with the help of celebrities and influencers.

•🌐 Some of these endorsements are misleading. For example, Yuvraj Singh promotes a company blacklisted by the Britain Gambling Commission (source 1).

•📰 Surrogate advertising is used by many apps, falsely claiming to be news websites rather than gambling platforms, which violates the Consumer Protection Act (source 1.1).

•📵 Despite government bans, these apps frequently appear on newspaper front pages and the profiles of prominent influencers and celebrities.

•🤔 Interestingly, Dream11 and MPL are legal due to the skill element involved. However, games of pure chance remain illegal.

•🛡 To maintain their legality, some companies exploit a loophole in the 1867 Public Gambling Act, which only prohibits physical gambling, not online gambling (source 3)
•Source 1: 
https://www.deccanherald.com/sports/cricket/blacklisted-betting-site-makes-backdoor-entry-in-india-with-asia-cup-1144359.html 
•Source 1.1: (See Heading- “Prohibition of surrogate advertising”)
https://www.clearias.com/surrogate-advertisement/#central-consumer-protection-authority-guidelines 
•Source 2: 
https://inc42.com/buzz/india-bans-138-chinese-betting-apps-in-yet-another-digital-surgical-strike-heres-the-full-list/ 
Source 3: (See Heading- “Penalties”) 
https://blog.ipleaders.in/gambling-laws-india/#:~:text=Under%20the%20Public%20Gaming%20Act,the%20Indian%20Penal%20code%201860. 
Source 4 : https://blog.ipleaders.in/gambling-laws-india/#:~:text=Under%20the%20Public%20Gaming%20Act,the%20Indian%20Penal%20code%201860

📣 Share this information widely and let us know your thoughts in the comments & Don’t forget to Follow @tech_iela !
.
#gambling #betting #bettingsports #onlinegaming #bet #games #apps #india #illegal #banned #techiela #techreels #education #laws #tech #techno #technology #technews #news #techtricks","#central, #gambling, #betting, #bettingsports, #onlinegaming, #bet, #games, #apps, #india, #illegal, #banned, #techiela, #techreels, #education, #laws, #tech, #techno, #technology, #technews, #news, #techtricks"
2023-10-03,12:33:09,43153,"📊 4 Places to Learn MS Excel 🤟🏻

Looking to master MS Excel? Check out these options to level up your Excel skills! 🚀

🌟 Online Courses:
 - My Great Learning offers “Excel for Beginners” and “Data Analytics Using Excel” for free, with certificates included.
 - Coursera’s “Excel Basics For Data Analysis” is a free certificate course that lasts 1 to 3 months.
 - Coursera’s “Introduction To Microsoft Excel” is also worth exploring.
 - Udemy’s “Excel From Beginner To Advance” is a comprehensive paid course with 43 sections and 257 lectures.

🎥 YouTube Channels:
 - Wscube Tech’s MS Excel videos cover basic to advanced topics in detail.
 - Simplilearn’s Excel Playlist offers a complete Excel course.

📚 Books:
 - “Microsoft Excel 2022” by Sarah Paige - Learn from scratch to advanced formulae and functions.
 - “A To Z of MS Excel” by Rinkoo Jain - Your guide to mastering MS Excel.

💡 For Regular Tips and Updates:
 - Follow these three Instagram accounts for Excel tricks, shortcuts, hacks, and new formulae.

💾 Save this reel and start your Excel journey today! 💼✨
#ExcelMastery #LearnExcel #ExcelSkills #MsExcel #OnlineCources #ExcelTricks #Techiela #Techreels #tech #technology #techno #tipsandtricks #techtricks #techtips","#ExcelMastery, #LearnExcel, #ExcelSkills, #MsExcel, #OnlineCources, #ExcelTricks, #Techiela, #Techreels, #tech, #technology, #techno, #tipsandtricks, #techtricks, #techtips"
2023-10-02,13:01:05,49941,"Met amazing people and had an awesome Experience at YouTube FanFest 2023 🤟🏻🥳
It was great to see Fellow Creator Friends, Youtube Community Managers. 
Most Importantly Felt really good seeing my audience(You Guys) in person 🥳

.
#ytff #techiela @youtubeindia","#ytff, #techiela"
2023-09-30,11:54:44,41307,"🌟 **Scholarship Opportunity with Reliance Foundation!** 

Learn how to ease your financial burdens with this scholarship:

✅ Eligibility:
- 12th grade with 60% marks
- Family income below 15 lakhs per annum
- Undergraduate first-year regular students

📋 **Application Process:** Techiela breaks it down for Bunty:

1. 📝 Visit the scholarship website.
2. 📧 Fill in your details and receive a confirmation email.
3. 🖱️ Click on the link, set a password, and access the application form.
4. 📄 Fill personal and academic details, including achievements.
5. 📦 Prepare supporting documents (list shown).
6. ✔️ Review and submit your application.

📅 **Important Dates:**
- Test date and time provided after submitting the form.
- Application deadline: October 15th

🏆 **5000 Scholars to be Chosen in December!**

🔗 **Have Questions?**
- WhatsApp: 7977100100
- Email: UGScholarships@reliancefoundation.org

🌐 Share this opportunity with your friends and stay tuned for more updates! 👥📢 #Scholarship  #RelianceFoundation #studentsbenefits #students #education  #techiela #techreels #studentlife #freecourses #jobfair #job #internship #techno #techreels #usefulwebsites","#Scholarship, #RelianceFoundation, #studentsbenefits, #students, #education, #techiela, #techreels, #studentlife, #freecourses, #jobfair, #job, #internship, #techno, #techreels, #usefulwebsites"
2023-09-29,10:23:35,22389,🤟🏻,
2023-09-28,12:43:52,28985,"Which Processor You Should Prefer?
[ Intel vs AMD ]
Intel called it’s processor ‘core’ & AMD called it’s processor ‘Ryzen’.
Higher number of processors will always have better performance. Like Ryzen 7 is better from Ryzen 5 and Intel i7 is better from Intel i5.
Here are use cases of processors serieses (U-P-H) :-
1. Basic Programming, Word, Excel and Web Browsing:- Intel U and AMD U series.
2. Graphic Designing and sometimes gaming at 1080p:- Intel P series.
3. Video Editing in 4k and high quality gaming:- AMD H series.
4. Pro Gamers and Pro Editors:- Intel HK series, AMD HX series and AMD HS series.
Note: You have to see the last letter of processors, like i5 1240P, so you have to put attention on P for determining the series of Intel and AMD
.

.
Choose Right Graphics Card : 
1. Compatibility: Ensure the graphics card fits your laptop/PC’s slot (e.g., PCIe) and power supply.
2. Performance: Choose a recent version (e.g., NVIDIA GTX 30 series or AMD RX 6000 series) for better gaming and productivity.
3. Wattage: Opt for a card with adequate wattage (e.g., 100-300W) to handle your tasks without overloading your PSU.
4. VRAM: More VRAM (e.g., 8GB or 16GB) supports higher resolution gaming and multitasking.
5. Budget: Balance performance and cost to get the best graphics card for your needs
.
.
#techiela #techno #flipkartbigbilliondays #flipkartsale #sale #discount #shoppinghacks #laptops #bestlaptop #tech #technology #techtricks #techtips #techgadgets","#techiela, #techno, #flipkartbigbilliondays, #flipkartsale, #sale, #discount, #shoppinghacks, #laptops, #bestlaptop, #tech, #technology, #techtricks, #techtips, #techgadgets"
2023-09-26,12:46:07,49127,"🚆 4 Travel Hacks for Happy Train Journeys! 🚆

1. 💳 Use SBI Irctc Rupay Card , It’s Benefits are :
🎁 Welcome Gift: Get 350 Reward Points on a Rs. 500+ transaction within 45 days.

💰 ValueBack: Earn up to 10% Reward Points on AC1-AC3 train ticket purchases.

🎉 Rewards: Get 1 point for every Rs. 125 spent, including railway tickets.

🚆 Travel Offers: Save 1% on railway ticket transactions, exclusive travel perks, and unbeatable airline prices.

⛽ Fuel Surcharge Waiver: No 1% surcharge on Rs. 500 - Rs. 3,000 fuel transactions.

🚄 Railway Lounge Program: Enjoy 4 free lounge accesses yearly in India.
👉 Onetime Joining fee : ₹500/-
👉 Renewal fee (per year) : ₹300/-.

2. 📱 Use the Rail Madad app for quick complaint reporting, medical emergencies 🚑, and assistance from railway police 🚔. Stay safe and secure! 🔐

3. 🧳 Western Railways’ Operation Amanat helps recover lost items on trains 🚆. Simply provide proof 📝 and description 📦 on their website to reclaim your belongings. This really works! In 2021, RPF recovered goods worth 2.5 CR. 
#railwayticketbooking #train #indianrailways #tipsandtricks #tech #techiela #techtips #techno #technology #techtricks #instatech","#railwayticketbooking, #train, #indianrailways, #tipsandtricks, #tech, #techiela, #techtips, #techno, #technology, #techtricks, #instatech"
2023-09-24,13:17:22,131247,"Aur btao kya connect krna chahiye ?😅
.
.
.
.
#techiela #tech #iphonehacks #iphonetips #iphonetricks #iphone15 #androidhacks #smartphonetips #technology #techno #tipsandtricks #iphone15promax","#techiela, #tech, #iphonehacks, #iphonetips, #iphonetricks, #iphone15, #androidhacks, #smartphonetips, #technology, #techno, #tipsandtricks, #iphone15promax"
2023-09-22,13:56:19,34340,"✨15
.
.
.
.
. #tech #techiela #techno #techreels #asthetic 

.
.
#iPhone #iphone15unboxing #iphone15promax #iphone15series #iphone15promaxunboxing","#tech, #techiela, #techno, #techreels, #asthetic, #iPhone, #iphone15unboxing, #iphone15promax, #iphone15series, #iphone15promaxunboxing"
2023-09-22,09:56:02,56287,"😅Another year Another iPhone 📲
Konsa zada pasand aya apko ? iPhone15 ya 15 pro max ?
.
.
.
#iphonetips #iphonetricks #iphonehacks #tech #techno #smartphonetips #tipsandtricks #techtips #techtipsandtrick #iphone15 #iphone15promax  #iphonegiveaways #iphone15pro  #apple  #techreels  #techiela","#iphonetips, #iphonetricks, #iphonehacks, #tech, #techno, #smartphonetips, #tipsandtricks, #techtips, #techtipsandtrick, #iphone15, #iphone15promax, #iphonegiveaways, #iphone15pro, #apple, #techreels, #techiela"
2023-09-21,12:37:30,70602,"👨🏻‍🍳 Comment for part 2✌🏼
👉🏻 All links in Bio 😄
#amazonfinds #gadgets #kitchengadgets #techgadgets #products #tech #techiela #techno #techreels #techtips #tipsandtricks","#amazonfinds, #gadgets, #kitchengadgets, #techgadgets, #products, #tech, #techiela, #techno, #techreels, #techtips, #tipsandtricks"
2023-09-19,12:35:42,288692,"Not Sponsored by @flipkart 😃
- 🕒 Set your alarms for 11:59 pm – Sale begins!
- 🖥️ Use both your phone and laptop to increase chances.
- 🎨 Don’t wait for your favorite color; grab any available.
- 💰 Prices skyrocket within hours, so act quickly!
- 🏠 Update your address and payment details in advance.
- ❗ No Official Announcement – Sale rumored to start at end of September or  1st week of October.
- 🚀 Flipkart Plus members get early access: 
👉To be eligible for enrollment in the Plus Program entry tier (Plus), you must have completed 4 successful transactions and 8 transactions for Plus Premium in the last 365 days.
- 📢 Share this video for everyone’s benefit! Follow for more tips.
#bbds #iphoneoffers #offers #shopping #techreels #shoppinghacks

#flipkart #amazonginds #flipkartbigbilliondays #flipkartbigbillionsale #salesalesale #iphone14 #iphonedeals #discount #tech #techno #techiela #techtips","#bbds, #iphoneoffers, #offers, #shopping, #techreels, #shoppinghacks, #flipkart, #amazonginds, #flipkartbigbilliondays, #flipkartbigbillionsale, #salesalesale, #iphone14, #iphonedeals, #discount, #tech, #techno, #techiela, #techtips"
2023-09-18,12:08:13,169450,"Hai na kamal ki trick 🤓😅
#tech #techno #techiela #techtips #techtricks #tipsandtricks #windowstips #androidhacks #androidtips #techreels #smartphonehacks","#tech, #techno, #techiela, #techtips, #techtricks, #tipsandtricks, #windowstips, #androidhacks, #androidtips, #techreels, #smartphonehacks"
